id,text,external_id
Recámaras,3,946
Baños,2,946
Estacionamientos,1,946
Antigüedad,34 años,946
Superficie total,210 m²,947
Superficie construida,210 m²,947
Estacionamientos,2,947
Antigüedad,52 años,947
Ambientes,3,947
Superficie total,57 m²,948
Superficie construida,57 m²,948
Recámaras,1,948
Baños,1,948
Antigüedad,2 años,948
Superficie total,67 m²,949
Superficie construida,67 m²,949
Recámaras,1,949
Baños,2,949
Estacionamientos,1,949
Antigüedad,2 años,949
Superficie total,163 m²,950
Superficie construida,163 m²,950
Recámaras,2,950
Baños,2,950
Estacionamientos,2,950
Antigüedad,0 años,950
Superficie total,60 m²,951
Superficie construida,60 m²,951
Recámaras,1,951
Baños,1,951
Estacionamientos,1,951
Antigüedad,41 años,951
Superficie total,57 m²,952
Superficie construida,57 m²,952
Recámaras,1,952
Baños,1,952
Estacionamientos,1,952
Antigüedad,2 años,952
Superficie total,81 m²,953
Superficie construida,81 m²,953
Recámaras,2,953
Baños,2,953
Antigüedad,81 años,953
Superficie total,57 m²,954
Superficie construida,57 m²,954
Recámaras,1,954
Baños,1,954
Estacionamientos,1,954
Antigüedad,2 años,954
Superficie total,86 m²,955
Superficie construida,86 m²,955
Recámaras,3,955
Baños,2,955
Estacionamientos,1,955
Antigüedad,0 años,955
Superficie total,60 m²,956
Superficie construida,60 m²,956
Recámaras,1,956
Baños,1,956
Antigüedad,41 años,956
Superficie total,86 m²,957
Superficie construida,86 m²,957
Recámaras,3,957
Baños,2,957
Estacionamientos,1,957
Antigüedad,34 años,957
Superficie construida,134 m²,958
Recámaras,2,958
Baños,2,958
Estacionamientos,2,958
Bodegas,1,958
Cantidad de pisos,1,958
Antigüedad,1 años,958
Superficie total,126 m²,959
Superficie construida,126 m²,959
Recámaras,2,959
Baños,2,959
Superficie total,214 m²,960
Superficie construida,214 m²,960
Estacionamientos,2,960
Baños,2,960
Antigüedad,0 años,960
Ambientes,2,960
Superficie total,1350 m²,961
Superficie construida,1350 m²,961
Antigüedad,0 años,961
Cuota mensual de mantenimiento,0 MXN,961
Superficie total,86 m²,962
Superficie construida,86 m²,962
Recámaras,3,962
Baños,1,962
Estacionamientos,2,962
Antigüedad,34 años,962
Superficie total,284 m²,963
Superficie construida,284 m²,963
Recámaras,3,963
Baños,3,963
Estacionamientos,2,963
Antigüedad,1 años,963
Superficie total,150 m²,964
Superficie construida,150 m²,964
Estacionamientos,1,964
Antigüedad,52 años,964
Ambientes,3,964
Superficie total,158 m²,965
Superficie construida,158 m²,965
Recámaras,2,965
Baños,2,965
Estacionamientos,2,965
Antigüedad,0 años,965
Superficie total,60 m²,966
Superficie construida,60 m²,966
Recámaras,1,966
Baños,1,966
Estacionamientos,1,966
Antigüedad,41 años,966
Superficie total,86 m²,967
Superficie construida,86 m²,967
Recámaras,3,967
Baños,2,967
Estacionamientos,1,967
Antigüedad,34 años,967
Superficie total,57 m²,968
Superficie construida,57 m²,968
Recámaras,1,968
Baños,1,968
Estacionamientos,1,968
Antigüedad,2 años,968
Superficie total,86 m²,969
Superficie construida,86 m²,969
Recámaras,3,969
Baños,2,969
Estacionamientos,1,969
Antigüedad,0 años,969
Superficie total,60 m²,970
Superficie construida,60 m²,970
Recámaras,1,970
Baños,1,970
Antigüedad,0 años,970
Superficie total,85 m²,971
Superficie construida,85 m²,971
Recámaras,2,971
Baños,2,971
Estacionamientos,2,971
Antigüedad,12 años,971
Superficie total,74 m²,972
Superficie construida,74 m²,972
Recámaras,1,972
Baños,2,972
Estacionamientos,1,972
Antigüedad,2 años,972
Superficie total,180 m²,973
Superficie construida,180 m²,973
Estacionamientos,1,973
Baños,2,973
Antigüedad,15 años,973
Ambientes,2,973
Superficie total,84 m²,974
Superficie construida,84 m²,974
Ambientes,4,974
Recámaras,2,974
Baños,2,974
Estacionamientos,1,974
Antigüedad,5 años,974
Superficie total,90 m²,975
Superficie construida,90 m²,975
Recámaras,3,975
Baños,2,975
Estacionamientos,2,975
Antigüedad,0 años,975
Superficie total,185 m²,976
Superficie construida,185 m²,976
Ambientes,5,976
Recámaras,2,976
Baños,2,976
Estacionamientos,2,976
Antigüedad,0 años,976
Superficie total,146 m²,977
Superficie construida,146 m²,977
Recámaras,2,977
Baños,2,977
Estacionamientos,2,977
Antigüedad,0 años,977
Cuota mensual de mantenimiento,1 MXN,977
Superficie total,114 m²,978
Superficie construida,114 m²,978
Recámaras,3,978
Baños,2,978
Estacionamientos,2,978
Superficie total,205.51 m²,979
Superficie construida,200 m²,979
Antigüedad,40 años,979
Superficie total,95 m²,980
Superficie construida,95 m²,980
Ambientes,4,980
Recámaras,2,980
Baños,2,980
Estacionamientos,1,980
Antigüedad,0 años,980
Superficie total,57 m²,981
Superficie construida,57 m²,981
Ambientes,2,981
Recámaras,1,981
Baños,1,981
Estacionamientos,1,981
Antigüedad,0 años,981
Superficie total,152 m²,982
Superficie construida,152 m²,982
Ambientes,6,982
Recámaras,3,982
Baños,3,982
Estacionamientos,1,982
Antigüedad,0 años,982
Superficie total,880 m²,983
Superficie construida,880 m²,983
Estacionamientos,25,983
Baños,6,983
Antigüedad,22 años,983
Ambientes,8,983
Superficie total,69 m²,984
Superficie construida,69 m²,984
Estacionamientos,2,984
Antigüedad,0 años,984
Superficie total,67 m²,985
Superficie construida,67 m²,985
Recámaras,1,985
Baños,2,985
Estacionamientos,1,985
Antigüedad,2 años,985
Superficie total,57 m²,986
Superficie construida,57 m²,986
Recámaras,1,986
Baños,1,986
Estacionamientos,1,986
Antigüedad,2 años,986
Superficie total,57 m²,987
Superficie construida,57 m²,987
Recámaras,1,987
Baños,1,987
Estacionamientos,1,987
Antigüedad,2 años,987
Superficie total,67 m²,988
Superficie construida,67 m²,988
Recámaras,1,988
Baños,2,988
Estacionamientos,1,988
Antigüedad,2 años,988
Superficie total,57 m²,989
Superficie construida,57 m²,989
Recámaras,1,989
Baños,1,989
Estacionamientos,1,989
Antigüedad,2 años,989
Superficie total,60 m²,990
Superficie construida,60 m²,990
Antigüedad,0 años,990
Superficie total,50 m²,991
Superficie construida,50 m²,991
Estacionamientos,1,991
Baños,1,991
Antigüedad,14 años,991
Superficie total,35 m²,992
Superficie construida,35 m²,992
Ambientes,2,992
Recámaras,1,992
Baños,1,992
Antigüedad,0 años,992
Superficie total,98 m²,993
Superficie construida,98 m²,993
Ambientes,4,993
Recámaras,2,993
Baños,2,993
Estacionamientos,1,993
Antigüedad,0 años,993
Superficie total,133 m²,995
Superficie construida,133 m²,995
Recámaras,2,995
Baños,2,995
Estacionamientos,1,995
Antigüedad,0 años,995
Superficie total,146 m²,996
Superficie construida,146 m²,996
Recámaras,2,996
Baños,2,996
Estacionamientos,2,996
Antigüedad,0 años,996
Cuota mensual de mantenimiento,1 MXN,996
Superficie total,184 m²,997
Superficie construida,184 m²,997
Estacionamientos,1,997
Baños,2,997
Antigüedad,0 años,997
Ambientes,2,997
Superficie total,151 m²,998
Superficie construida,151 m²,998
Recámaras,3,998
Baños,3,998
Estacionamientos,2,998
Antigüedad,3 años,998
Superficie total,151 m²,999
Superficie construida,151 m²,999
Recámaras,3,999
Baños,3,999
Estacionamientos,2,999
Antigüedad,2 años,999
Superficie total,163 m²,1000
Superficie construida,163 m²,1000
Recámaras,2,1000
Baños,2,1000
Estacionamientos,2,1000
Antigüedad,0 años,1000
Superficie total,86 m²,1001
Superficie construida,86 m²,1001
Recámaras,3,1001
Baños,2,1001
Estacionamientos,1,1001
Antigüedad,0 años,1001
Superficie total,86 m²,1002
Superficie construida,86 m²,1002
Recámaras,3,1002
Baños,2,1002
Estacionamientos,1,1002
Antigüedad,0 años,1002
Superficie total,86 m²,1003
Superficie construida,86 m²,1003
Recámaras,3,1003
Baños,2,1003
Estacionamientos,1,1003
Antigüedad,0 años,1003
Superficie total,86 m²,1004
Superficie construida,86 m²,1004
Recámaras,3,1004
Baños,2,1004
Estacionamientos,1,1004
Antigüedad,34 años,1004
Superficie total,129 m²,1005
Superficie construida,129 m²,1005
Recámaras,2,1005
Baños,2,1005
Estacionamientos,1,1005
Superficie total,51 m²,1006
Superficie construida,51 m²,1006
Recámaras,1,1006
Baños,1,1006
Superficie total,284 m²,1007
Superficie construida,284 m²,1007
Recámaras,3,1007
Baños,3,1007
Estacionamientos,2,1007
Antigüedad,0 años,1007
Superficie total,149 m²,1008
Superficie construida,149 m²,1008
Ambientes,4,1008
Recámaras,2,1008
Baños,2,1008
Estacionamientos,2,1008
Antigüedad,0 años,1008
Superficie total,93 m²,1009
Superficie construida,93 m²,1009
Recámaras,2,1009
Baños,2,1009
Estacionamientos,2,1009
Superficie total,110 m²,1010
Superficie construida,110 m²,1010
Recámaras,3,1010
Baños,2,1010
Estacionamientos,2,1010
Superficie total,36 m²,1011
Superficie construida,36 m²,1011
Baños,2,1011
Antigüedad,0 años,1011
Ambientes,2,1011
Superficie total,163 m²,1012
Superficie construida,163 m²,1012
Antigüedad,0 años,1012
Ambientes,2,1012
Superficie total,119 m²,1013
Superficie construida,119 m²,1013
Recámaras,3,1013
Baños,2,1013
Estacionamientos,2,1013
Bodegas,1,1013
Cantidad de pisos,4,1013
Departamentos por piso,5,1013
Número de piso de la unidad,3,1013
Antigüedad,15 años,1013
Superficie total,150 m²,1014
Superficie construida,150 m²,1014
Ambientes,5,1014
Recámaras,3,1014
Baños,2,1014
Estacionamientos,1,1014
Antigüedad,0 años,1014
Superficie total,107 m²,1015
Superficie construida,107 m²,1015
Ambientes,6,1015
Recámaras,2,1015
Baños,2,1015
Estacionamientos,2,1015
Antigüedad,0 años,1015
Superficie total,85 m²,1016
Superficie construida,85 m²,1016
Recámaras,2,1016
Baños,2,1016
Estacionamientos,2,1016
Antigüedad,0 años,1016
Superficie total,145 m²,1017
Superficie construida,145 m²,1017
Ambientes,6,1017
Recámaras,3,1017
Baños,3,1017
Estacionamientos,1,1017
Antigüedad,0 años,1017
Superficie total,169 m²,1018
Superficie construida,169 m²,1018
Recámaras,3,1018
Baños,3,1018
Estacionamientos,3,1018
Antigüedad,1 años,1018
Superficie total,284 m²,1019
Superficie construida,284 m²,1019
Recámaras,3,1019
Baños,3,1019
Estacionamientos,2,1019
Antigüedad,0 años,1019
Superficie construida,42 m²,1020
Recámaras,1,1020
Baños,1,1020
Antigüedad,0 años,1020
Superficie total,86 m²,1021
Superficie construida,86 m²,1021
Recámaras,3,1021
Baños,2,1021
Estacionamientos,1,1021
Antigüedad,0 años,1021
Superficie total,545 m²,1022
Superficie construida,545 m²,1022
Baños,4,1022
Estacionamientos,2,1022
Antigüedad,0 años,1022
Superficie total,910 m²,1023
Acceso,Otro,1023
Superficie total,93 m²,1024
Superficie construida,85 m²,1024
Recámaras,2,1024
Baños,2,1024
Estacionamientos,1,1024
Bodegas,1,1024
Cantidad de pisos,1,1024
Antigüedad,0 años,1024
Superficie total,57 m²,1025
Superficie construida,57 m²,1025
Ambientes,4,1025
Recámaras,2,1025
Baños,2,1025
Estacionamientos,1,1025
Antigüedad,0 años,1025
Superficie total,103 m²,1026
Superficie construida,103 m²,1026
Recámaras,2,1026
Baños,2,1026
Estacionamientos,1,1026
Superficie construida,50 m²,1027
Baños,1,1027
Antigüedad,17 años,1027
Superficie total,1 m²,1028
Superficie construida,1 m²,1028
Estacionamientos,1,1028
Baños,4,1028
Antigüedad,0 años,1028
Ambientes,4,1028
Superficie total,76 m²,1029
Superficie construida,76 m²,1029
Recámaras,2,1029
Baños,2,1029
Superficie construida,117 m²,1030
Recámaras,2,1030
Baños,2,1030
Estacionamientos,2,1030
Bodegas,1,1030
Cantidad de pisos,1,1030
Antigüedad,1 años,1030
Superficie total,75 m²,1031
Superficie construida,75 m²,1031
Recámaras,1,1031
Baños,1,1031
Estacionamientos,1,1031
Antigüedad,2 años,1031
Superficie total,74 m²,1032
Superficie construida,74 m²,1032
Recámaras,1,1032
Baños,2,1032
Estacionamientos,1,1032
Antigüedad,2 años,1032
Superficie total,160 m²,1033
Superficie construida,160 m²,1033
Recámaras,3,1033
Baños,3,1033
Estacionamientos,2,1033
Antigüedad,1 años,1033
Superficie total,86 m²,1034
Superficie construida,86 m²,1034
Recámaras,3,1034
Baños,2,1034
Estacionamientos,1,1034
Antigüedad,34 años,1034
Superficie total,1 m²,1035
Superficie construida,1 m²,1035
Baños,2,1035
Antigüedad,0 años,1035
Ambientes,2,1035
Superficie total,338 m²,1036
Superficie construida,338 m²,1036
Baños,1,1036
Cuota mensual de mantenimiento,12658 MXN,1036
Superficie total,752 m²,1037
Superficie construida,340 m²,1037
Estacionamientos,2,1037
Baños,5,1037
Baños por piso,5,1037
Antigüedad,20 años,1037
Superficie total,70 m²,1038
Superficie construida,70 m²,1038
Recámaras,2,1038
Baños,2,1038
Estacionamientos,1,1038
Cantidad de pisos,8,1038
Antigüedad,10 años,1038
Superficie total,80 m²,1039
Superficie construida,80 m²,1039
Recámaras,3,1039
Baños,2,1039
Estacionamientos,1,1039
Antigüedad,0 años,1039
Superficie total,70 m²,1040
Superficie construida,70 m²,1040
Ambientes,4,1040
Recámaras,2,1040
Baños,2,1040
Estacionamientos,1,1040
Antigüedad,0 años,1040
Superficie total,69 m²,1041
Superficie construida,69 m²,1041
Recámaras,1,1041
Baños,2,1041
Estacionamientos,1,1041
Antigüedad,2 años,1041
Superficie construida,167 m²,1042
Recámaras,2,1042
Baños,2,1042
Estacionamientos,1,1042
Antigüedad,1 años,1042
Superficie total,42 m²,1043
Superficie construida,42 m²,1043
Recámaras,1,1043
Baños,1,1043
Antigüedad,0 años,1043
Superficie total,594 m²,1044
Superficie construida,1146 m²,1044
Antigüedad,0 años,1044
Superficie total,31 m²,1045
Superficie construida,31 m²,1045
Ambientes,2,1045
Recámaras,1,1045
Baños,1,1045
Superficie construida,85 m²,1046
Baños,1,1046
Antigüedad,15 años,1046
Superficie total,58 m²,1047
Superficie construida,58 m²,1047
Ambientes,2,1047
Recámaras,1,1047
Baños,1,1047
Antigüedad,0 años,1047
Superficie total,600 m²,1048
Superficie construida,600 m²,1048
Estacionamientos,2,1048
Antigüedad,40 años,1048
Ambientes,4,1048
Superficie total,600 m²,1049
Superficie construida,600 m²,1049
Estacionamientos,2,1049
Antigüedad,40 años,1049
Ambientes,4,1049
Superficie total,436 m²,1050
Superficie construida,436 m²,1050
Estacionamientos,5,1050
Baños,1,1050
Antigüedad,0 años,1050
Ambientes,1,1050
Superficie total,117 m²,1051
Superficie construida,117 m²,1051
Recámaras,2,1051
Baños,2,1051
Estacionamientos,1,1051
Superficie total,752 m²,1052
Superficie construida,340 m²,1052
Estacionamientos,2,1052
Baños,5,1052
Baños por piso,5,1052
Antigüedad,12 años,1052
Superficie total,752 m²,1053
Superficie construida,200 m²,1053
Estacionamientos,2,1053
Baños,1,1053
Baños por piso,1,1053
Antigüedad,12 años,1053
Superficie total,200 m²,1054
Superficie construida,200 m²,1054
Estacionamientos,2,1054
Baños,1,1054
Baños por piso,1,1054
Antigüedad,12 años,1054
Superficie total,752 m²,1055
Superficie construida,340 m²,1055
Estacionamientos,2,1055
Baños,5,1055
Baños por piso,5,1055
Antigüedad,12 años,1055
Superficie total,173 m²,1056
Superficie construida,173 m²,1056
Estacionamientos,2,1056
Antigüedad,0 años,1056
Ambientes,2,1056
Superficie total,347 m²,1057
Superficie construida,347 m²,1057
Estacionamientos,3,1057
Baños,2,1057
Antigüedad,0 años,1057
Ambientes,2,1057
Superficie total,485 m²,1058
Superficie construida,485 m²,1058
Baños,2,1058
Antigüedad,0 años,1058
Superficie total,85 m²,1059
Superficie construida,85 m²,1059
Ambientes,4,1059
Recámaras,2,1059
Baños,2,1059
Estacionamientos,2,1059
Antigüedad,0 años,1059
Superficie total,284 m²,1060
Superficie construida,284 m²,1060
Recámaras,3,1060
Baños,3,1060
Estacionamientos,2,1060
Antigüedad,1 años,1060
Superficie total,594 m²,1061
Superficie construida,1146 m²,1061
Estacionamientos,1,1061
Bodegas,1,1061
Cantidad de pisos,2,1061
Antigüedad,28 años,1061
Superficie total,58 m²,1062
Superficie construida,58 m²,1062
Ambientes,3,1062
Recámaras,1,1062
Baños,1,1062
Superficie total,71.5 m²,1063
Superficie construida,71.5 m²,1063
Estacionamientos,2,1063
Antigüedad,0 años,1063
Superficie total,86 m²,1064
Superficie construida,86 m²,1064
Recámaras,3,1064
Baños,2,1064
Estacionamientos,1,1064
Antigüedad,0 años,1064
Superficie total,65 m²,1065
Superficie construida,65 m²,1065
Recámaras,2,1065
Baños,1,1065
Estacionamientos,1,1065
Cantidad de pisos,6,1065
Departamentos por piso,3,1065
Número de piso de la unidad,18,1065
Antigüedad,28 años,1065
Cuota mensual de mantenimiento,2 MXN,1065
Superficie construida,42 m²,1066
Recámaras,1,1066
Baños,1,1066
Antigüedad,0 años,1066
Superficie total,86 m²,1067
Superficie construida,86 m²,1067
Ambientes,5,1067
Recámaras,3,1067
Baños,2,1067
Estacionamientos,1,1067
Antigüedad,0 años,1067
Superficie total,67 m²,1068
Superficie construida,67 m²,1068
Recámaras,1,1068
Baños,2,1068
Estacionamientos,1,1068
Antigüedad,0 años,1068
Superficie total,86 m²,1069
Superficie construida,86 m²,1069
Ambientes,5,1069
Recámaras,3,1069
Baños,2,1069
Estacionamientos,1,1069
Antigüedad,0 años,1069
Superficie total,116 m²,1070
Superficie construida,116 m²,1070
Baños,2,1070
Antigüedad,0 años,1070
Ambientes,2,1070
Superficie total,114 m²,1071
Superficie construida,114 m²,1071
Recámaras,3,1071
Baños,3,1071
Estacionamientos,2,1071
Antigüedad,5 años,1071
Cuota mensual de mantenimiento,500 MXN,1071
Superficie total,128 m²,1072
Superficie construida,128 m²,1072
Recámaras,2,1072
Baños,2,1072
Estacionamientos,2,1072
Superficie total,90 m²,1073
Superficie construida,90 m²,1073
Recámaras,2,1073
Baños,1,1073
Estacionamientos,1,1073
Bodegas,1,1073
Cantidad de pisos,1,1073
Antigüedad,16 años,1073
Superficie total,60 m²,1074
Superficie construida,60 m²,1074
Baños,1,1074
Estacionamientos,1,1074
Antigüedad,0 años,1074
Superficie total,118 m²,1075
Superficie construida,118 m²,1075
Cuota mensual de mantenimiento,4654 MXN,1075
Superficie total,114 m²,1076
Superficie construida,114 m²,1076
Recámaras,2,1076
Baños,3,1076
Estacionamientos,2,1076
Antigüedad,5 años,1076
Superficie total,57 m²,1077
Superficie construida,57 m²,1077
Recámaras,1,1077
Baños,1,1077
Estacionamientos,1,1077
Antigüedad,2 años,1077
Superficie total,90 m²,1078
Superficie construida,90 m²,1078
Recámaras,3,1078
Baños,2,1078
Estacionamientos,2,1078
Bodegas,1,1078
Cantidad de pisos,4,1078
Antigüedad,16 años,1078
Superficie total,76 m²,1079
Superficie construida,76 m²,1079
Recámaras,1,1079
Baños,1,1079
Estacionamientos,1,1079
Antigüedad,0 años,1079
Cuota mensual de mantenimiento,1 MXN,1079
Superficie total,60 m²,1080
Superficie construida,60 m²,1080
Recámaras,1,1080
Baños,1,1080
Antigüedad,0 años,1080
Superficie total,85 m²,1081
Superficie construida,85 m²,1081
Recámaras,2,1081
Baños,2,1081
Estacionamientos,1,1081
Cantidad de pisos,8,1081
Antigüedad,10 años,1081
Superficie total,100 m²,1082
Superficie construida,100 m²,1082
Ambientes,3,1082
Recámaras,2,1082
Baños,1,1082
Antigüedad,2 años,1082
Superficie total,90 m²,1083
Superficie construida,90 m²,1083
Baños,1,1083
Antigüedad,0 años,1083
Ambientes,1,1083
Superficie total,171 m²,1084
Superficie construida,171 m²,1084
Recámaras,3,1084
Baños,2,1084
Estacionamientos,2,1084
Antigüedad,0 años,1084
Superficie total,171 m²,1085
Superficie construida,171 m²,1085
Recámaras,3,1085
Baños,2,1085
Estacionamientos,2,1085
Antigüedad,0 años,1085
Superficie total,108 m²,1086
Superficie construida,108 m²,1086
Recámaras,3,1086
Baños,2,1086
Estacionamientos,2,1086
Antigüedad,0 años,1086
Superficie total,57 m²,1087
Superficie construida,57 m²,1087
Recámaras,1,1087
Baños,1,1087
Estacionamientos,1,1087
Antigüedad,0 años,1087
Superficie total,60 m²,1088
Superficie construida,60 m²,1088
Recámaras,1,1088
Baños,1,1088
Antigüedad,0 años,1088
Superficie total,93 m²,1089
Superficie construida,93 m²,1089
Ambientes,4,1089
Recámaras,2,1089
Baños,2,1089
Estacionamientos,1,1089
Antigüedad,0 años,1089
Superficie total,180 m²,1090
Superficie construida,180 m²,1090
Recámaras,3,1090
Baños,3,1090
Estacionamientos,1,1090
Bodegas,1,1090
Cantidad de pisos,5,1090
Antigüedad,5 años,1090
Superficie total,67 m²,1091
Superficie construida,67 m²,1091
Recámaras,2,1091
Baños,2,1091
Cantidad de pisos,2,1091
Superficie total,120 m²,1092
Superficie construida,278 m²,1092
Recámaras,2,1092
Baños,1,1092
Estacionamientos,1,1092
Antigüedad,15 años,1092
Superficie total,72 m²,1093
Superficie construida,72 m²,1093
Recámaras,2,1093
Baños,2,1093
Estacionamientos,1,1093
Admite mascotas,Sí,1093
Bodegas,1,1093
Número de piso de la unidad,1,1093
Departamentos por piso,6,1093
Cantidad de pisos,9,1093
Antigüedad,15 años,1093
Cuota mensual de mantenimiento,1400 MXN,1093
Superficie total,320 m²,1094
Superficie construida,320 m²,1094
Baños,3,1094
Bodegas,1,1094
Antigüedad,0 años,1094
Superficie total,97 m²,1095
Superficie construida,97 m²,1095
Ambientes,4,1095
Recámaras,2,1095
Baños,2,1095
Estacionamientos,2,1095
Antigüedad,0 años,1095
Superficie total,171 m²,1096
Superficie construida,171 m²,1096
Recámaras,3,1096
Baños,2,1096
Estacionamientos,2,1096
Antigüedad,1 años,1096
Superficie total,270 m²,1097
Superficie construida,270 m²,1097
Ambientes,5,1097
Recámaras,3,1097
Baños,2,1097
Estacionamientos,2,1097
Antigüedad,0 años,1097
Superficie construida,93 m²,1098
Recámaras,2,1098
Baños,2,1098
Antigüedad,0 años,1098
Superficie construida,86 m²,1099
Recámaras,2,1099
Baños,2,1099
Antigüedad,0 años,1099
Superficie total,83 m²,1100
Superficie construida,83 m²,1100
Antigüedad,52 años,1100
Ambientes,2,1100
Superficie total,151 m²,1101
Superficie construida,151 m²,1101
Recámaras,3,1101
Baños,3,1101
Estacionamientos,2,1101
Antigüedad,1 años,1101
Superficie total,86 m²,1102
Superficie construida,86 m²,1102
Recámaras,3,1102
Baños,2,1102
Estacionamientos,1,1102
Antigüedad,34 años,1102
Superficie total,57 m²,1103
Superficie construida,57 m²,1103
Recámaras,1,1103
Baños,1,1103
Estacionamientos,1,1103
Antigüedad,2 años,1103
Superficie total,57 m²,1104
Superficie construida,57 m²,1104
Recámaras,1,1104
Baños,1,1104
Estacionamientos,1,1104
Antigüedad,2 años,1104
Superficie total,57 m²,1105
Superficie construida,57 m²,1105
Recámaras,1,1105
Baños,1,1105
Estacionamientos,1,1105
Antigüedad,2 años,1105
Superficie total,110 m²,1106
Superficie construida,110 m²,1106
Recámaras,2,1106
Baños,2,1106
Estacionamientos,1,1106
Antigüedad,0 años,1106
Cuota mensual de mantenimiento,1 MXN,1106
Superficie total,76 m²,1107
Superficie construida,76 m²,1107
Recámaras,1,1107
Baños,1,1107
Estacionamientos,1,1107
Antigüedad,0 años,1107
Cuota mensual de mantenimiento,1 MXN,1107
Superficie total,81 m²,1108
Superficie construida,81 m²,1108
Recámaras,2,1108
Baños,2,1108
Antigüedad,0 años,1108
Superficie total,71 m²,1109
Superficie construida,71 m²,1109
Recámaras,2,1109
Baños,2,1109
Estacionamientos,1,1109
Antigüedad,0 años,1109
Superficie total,60 m²,1110
Superficie construida,60 m²,1110
Recámaras,1,1110
Baños,1,1110
Antigüedad,0 años,1110
Superficie total,99 m²,1111
Superficie construida,99 m²,1111
Recámaras,3,1111
Baños,1,1111
Estacionamientos,1,1111
Superficie total,322 m²,1112
Superficie construida,322 m²,1112
Baños,4,1112
Antigüedad,0 años,1112
Superficie total,320 m²,1113
Superficie construida,320 m²,1113
Baños,3,1113
Antigüedad,0 años,1113
Ambientes,3,1113
Superficie construida,74 m²,1114
Recámaras,2,1114
Baños,2,1114
Antigüedad,32 años,1114
Superficie total,308 m²,1115
Superficie construida,308 m²,1115
Recámaras,3,1115
Baños,2,1115
Estacionamientos,3,1115
Antigüedad,1 años,1115
Superficie total,80 m²,1116
Superficie construida,80 m²,1116
Antigüedad,40 años,1116
Superficie total,132 m²,1117
Superficie construida,132 m²,1117
Ambientes,5,1117
Recámaras,3,1117
Baños,2,1117
Estacionamientos,1,1117
Antigüedad,0 años,1117
Superficie total,187 m²,1118
Superficie construida,187 m²,1118
Ambientes,7,1118
Recámaras,3,1118
Baños,3,1118
Estacionamientos,2,1118
Antigüedad,0 años,1118
Superficie total,284 m²,1119
Superficie construida,284 m²,1119
Recámaras,3,1119
Baños,3,1119
Estacionamientos,2,1119
Antigüedad,1 años,1119
Superficie total,60 m²,1120
Superficie construida,60 m²,1120
Recámaras,1,1120
Baños,1,1120
Antigüedad,0 años,1120
Superficie total,57 m²,1121
Superficie construida,57 m²,1121
Recámaras,1,1121
Baños,1,1121
Estacionamientos,1,1121
Antigüedad,2 años,1121
Superficie total,76 m²,1122
Superficie construida,76 m²,1122
Recámaras,1,1122
Baños,1,1122
Estacionamientos,1,1122
Antigüedad,0 años,1122
Superficie total,81 m²,1123
Superficie construida,81 m²,1123
Recámaras,2,1123
Baños,2,1123
Estacionamientos,1,1123
Antigüedad,0 años,1123
Superficie total,117 m²,1124
Superficie construida,117 m²,1124
Ambientes,4,1124
Recámaras,2,1124
Baños,2,1124
Estacionamientos,2,1124
Antigüedad,0 años,1124
Superficie construida,104 m²,1125
Recámaras,3,1125
Baños,2,1125
Antigüedad,3 años,1125
Superficie total,100 m²,1126
Superficie construida,100 m²,1126
Ambientes,5,1126
Recámaras,2,1126
Baños,3,1126
Estacionamientos,1,1126
Antigüedad,81 años,1126
Superficie total,580 m²,1127
Superficie construida,580 m²,1127
Antigüedad,0 años,1127
Superficie total,168 m²,1128
Superficie construida,168 m²,1128
Antigüedad,0 años,1128
Ambientes,2,1128
Superficie total,33 m²,1129
Superficie construida,33 m²,1129
Recámaras,1,1129
Baños,1,1129
Estacionamientos,1,1129
Superficie total,90 m²,1130
Superficie construida,90 m²,1130
Recámaras,2,1130
Baños,2,1130
Estacionamientos,2,1130
Superficie construida,56 m²,1131
Baños,3,1131
Antigüedad,60 años,1131
Superficie total,53 m²,1132
Superficie construida,53 m²,1132
Estacionamientos,1,1132
Antigüedad,0 años,1132
Superficie total,151 m²,1133
Superficie construida,151 m²,1133
Baños,12,1133
Número de piso de la unidad,2,1133
Cuota mensual de mantenimiento,0 MXN,1133
Superficie total,403 m²,1134
Superficie construida,403 m²,1134
Antigüedad,0 años,1134
Superficie total,70 m²,1135
Superficie construida,70 m²,1135
Ambientes,4,1135
Recámaras,2,1135
Baños,2,1135
Estacionamientos,1,1135
Antigüedad,0 años,1135
Superficie total,57 m²,1136
Superficie construida,57 m²,1136
Recámaras,1,1136
Baños,1,1136
Estacionamientos,1,1136
Antigüedad,2 años,1136
Superficie total,71 m²,1137
Superficie construida,71 m²,1137
Recámaras,2,1137
Baños,2,1137
Estacionamientos,1,1137
Antigüedad,2 años,1137
Superficie total,1203 m²,1138
Superficie construida,16037 m²,1138
Baños,15,1138
Antigüedad,0 años,1138
Superficie total,60 m²,1139
Superficie construida,60 m²,1139
Recámaras,1,1139
Baños,1,1139
Estacionamientos,1,1139
Antigüedad,-1 años,1139
Superficie total,81 m²,1140
Superficie construida,81 m²,1140
Recámaras,2,1140
Baños,2,1140
Antigüedad,0 años,1140
Superficie total,77 m²,1141
Superficie construida,77 m²,1141
Recámaras,2,1141
Baños,2,1141
Antigüedad,0 años,1141
Superficie total,81 m²,1142
Superficie construida,81 m²,1142
Recámaras,2,1142
Baños,2,1142
Antigüedad,0 años,1142
