id,text,external_id
Superficie total,211 m²,1143
Superficie construida,211 m²,1143
Ambientes,5,1143
Recámaras,3,1143
Baños,2,1143
Estacionamientos,1,1143
Antigüedad,0 años,1143
Superficie total,338 m²,1144
Superficie construida,338 m²,1144
Baños,1,1144
Cuota mensual de mantenimiento,13030 MXN,1144
Superficie construida,76 m²,1145
Recámaras,2,1145
Baños,2,1145
Antigüedad,0 años,1145
Superficie construida,78 m²,1146
Recámaras,2,1146
Baños,2,1146
Antigüedad,0 años,1146
Superficie total,74 m²,1147
Superficie construida,74 m²,1147
Recámaras,1,1147
Baños,2,1147
Estacionamientos,1,1147
Antigüedad,2 años,1147
Superficie total,86 m²,1148
Superficie construida,86 m²,1148
Recámaras,3,1148
Baños,2,1148
Estacionamientos,1,1148
Antigüedad,34 años,1148
Superficie total,67 m²,1149
Superficie construida,67 m²,1149
Recámaras,1,1149
Baños,2,1149
Estacionamientos,1,1149
Antigüedad,2 años,1149
Superficie total,90 m²,1150
Superficie construida,90 m²,1150
Recámaras,3,1150
Baños,2,1150
Estacionamientos,2,1150
Antigüedad,16 años,1150
Superficie total,109 m²,1151
Superficie construida,120.8 m²,1151
Antigüedad,50 años,1151
Superficie total,173 m²,1152
Superficie construida,173 m²,1152
Recámaras,2,1152
Baños,2,1152
Estacionamientos,2,1152
Antigüedad,0 años,1152
Superficie total,109 m²,1153
Superficie construida,120.8 m²,1153
Antigüedad,50 años,1153
Superficie total,173 m²,1154
Superficie construida,173 m²,1154
Recámaras,2,1154
Baños,2,1154
Estacionamientos,2,1154
Antigüedad,0 años,1154
Superficie total,173 m²,1155
Superficie construida,173 m²,1155
Recámaras,2,1155
Baños,2,1155
Estacionamientos,2,1155
Antigüedad,0 años,1155
Cuota mensual de mantenimiento,4000 MXN,1155
Superficie construida,150 m²,1156
Estacionamientos,1,1156
Baños,2,1156
Antigüedad,0 años,1156
Superficie total,128 m²,1157
Superficie construida,128 m²,1157
Recámaras,2,1157
Baños,3,1157
Estacionamientos,2,1157
Antigüedad,3 años,1157
Superficie total,76 m²,1158
Superficie construida,76 m²,1158
Antigüedad,15 años,1158
Superficie total,97 m²,1159
Superficie construida,97 m²,1159
Ambientes,4,1159
Recámaras,2,1159
Baños,2,1159
Estacionamientos,1,1159
Antigüedad,14 años,1159
Superficie total,86 m²,1160
Superficie construida,86 m²,1160
Recámaras,3,1160
Baños,2,1160
Estacionamientos,1,1160
Bodegas,1,1160
Cantidad de pisos,3,1160
Antigüedad,34 años,1160
Superficie total,110 m²,1161
Superficie construida,110 m²,1161
Recámaras,2,1161
Baños,1,1161
Estacionamientos,1,1161
Antigüedad,10 años,1161
Superficie total,29 m²,1162
Superficie construida,29 m²,1162
Antigüedad,0 años,1162
Ambientes,4,1162
Superficie total,81 m²,1163
Superficie construida,81 m²,1163
Ambientes,4,1163
Recámaras,2,1163
Baños,2,1163
Estacionamientos,1,1163
Antigüedad,0 años,1163
Superficie total,1 m²,1164
Superficie construida,1 m²,1164
Antigüedad,0 años,1164
Superficie total,128 m²,1165
Superficie construida,128 m²,1165
Recámaras,2,1165
Baños,2,1165
Estacionamientos,1,1165
Superficie total,84 m²,1166
Superficie construida,84 m²,1166
Ambientes,3,1166
Recámaras,2,1166
Baños,1,1166
Antigüedad,0 años,1166
Superficie total,580 m²,1167
Superficie construida,580 m²,1167
Antigüedad,11 años,1167
Ambientes,2,1167
Superficie construida,200 m²,1168
Recámaras,3,1168
Baños,2,1168
Estacionamientos,2,1168
Antigüedad,13 años,1168
Cuota mensual de mantenimiento,1500 MXN,1168
Superficie total,172 m²,1169
Superficie construida,172 m²,1169
Recámaras,3,1169
Baños,2,1169
Estacionamientos,2,1169
Antigüedad,0 años,1169
Superficie total,163 m²,1170
Superficie construida,163 m²,1170
Recámaras,2,1170
Baños,2,1170
Estacionamientos,2,1170
Antigüedad,0 años,1170
Superficie total,78 m²,1171
Superficie construida,78 m²,1171
Recámaras,2,1171
Baños,1,1171
Estacionamientos,1,1171
Antigüedad,0 años,1171
Superficie total,110 m²,1172
Superficie construida,110 m²,1172
Recámaras,2,1172
Baños,2,1172
Estacionamientos,1,1172
Superficie construida,34 m²,1173
Recámaras,1,1173
Baños,1,1173
Antigüedad,0 años,1173
Superficie total,25 m²,1174
Superficie construida,25 m²,1174
Antigüedad,0 años,1174
Ambientes,6,1174
Superficie total,220 m²,1175
Superficie construida,220 m²,1175
Ambientes,7,1175
Recámaras,3,1175
Baños,3,1175
Estacionamientos,2,1175
Antigüedad,0 años,1175
Superficie total,39 m²,1176
Superficie construida,39 m²,1176
Recámaras,1,1176
Baños,1,1176
Estacionamientos,1,1176
Antigüedad,0 años,1176
Superficie total,74 m²,1177
Superficie construida,71 m²,1177
Ambientes,2,1177
Recámaras,2,1177
Baños,2,1177
Estacionamientos,2,1177
Cantidad de pisos,1,1177
Disposición,Frente,1177
Antigüedad,0 años,1177
Cuota mensual de mantenimiento,0 MXN,1177
Superficie total,107 m²,1178
Superficie construida,107 m²,1178
Recámaras,2,1178
Baños,2,1178
Bodegas,1,1178
Cantidad de pisos,1,1178
Antigüedad,11 años,1178
Superficie total,90 m²,1179
Superficie construida,90 m²,1179
Recámaras,3,1179
Baños,2,1179
Estacionamientos,2,1179
Antigüedad,0 años,1179
Superficie total,161 m²,1180
Superficie construida,161 m²,1180
Ambientes,4,1180
Recámaras,2,1180
Baños,2,1180
Estacionamientos,2,1180
Antigüedad,0 años,1180
Superficie total,86 m²,1181
Superficie construida,86 m²,1181
Recámaras,3,1181
Baños,2,1181
Estacionamientos,1,1181
Superficie total,129 m²,1182
Superficie construida,129 m²,1182
Ambientes,5,1182
Recámaras,2,1182
Baños,2,1182
Estacionamientos,1,1182
Antigüedad,0 años,1182
Superficie total,154 m²,1183
Superficie construida,154 m²,1183
Recámaras,3,1183
Baños,2,1183
Estacionamientos,2,1183
Antigüedad,1 años,1183
Superficie total,44 m²,1184
Superficie construida,44 m²,1184
Recámaras,1,1184
Baños,1,1184
Antigüedad,0 años,1184
Cuota mensual de mantenimiento,1 MXN,1184
Superficie total,74 m²,1185
Superficie construida,71 m²,1185
Ambientes,2,1185
Recámaras,2,1185
Baños,2,1185
Estacionamientos,2,1185
Cantidad de pisos,1,1185
Disposición,Frente,1185
Antigüedad,0 años,1185
Cuota mensual de mantenimiento,0 MXN,1185
Superficie total,78 m²,1186
Superficie construida,78 m²,1186
Recámaras,2,1186
Baños,2,1186
Estacionamientos,1,1186
Antigüedad,0 años,1186
Cuota mensual de mantenimiento,2000 MXN,1186
Superficie total,60 m²,1187
Superficie construida,60 m²,1187
Recámaras,1,1187
Baños,1,1187
Estacionamientos,1,1187
Antigüedad,0 años,1187
Superficie total,110 m²,1188
Superficie construida,110 m²,1188
Recámaras,1,1188
Baños,1,1188
Estacionamientos,1,1188
Antigüedad,0 años,1188
Superficie total,1 m²,1189
Superficie construida,1 m²,1189
Antigüedad,0 años,1189
Superficie total,57 m²,1190
Superficie construida,57 m²,1190
Recámaras,1,1190
Baños,1,1190
Estacionamientos,1,1190
Antigüedad,2 años,1190
Superficie total,594 m²,1191
Superficie construida,1146 m²,1191
Antigüedad,1993 años,1191
Superficie total,70 m²,1192
Superficie construida,70 m²,1192
Recámaras,2,1192
Baños,1,1192
Estacionamientos,1,1192
Superficie total,110 m²,1193
Superficie construida,110 m²,1193
Recámaras,2,1193
Baños,2,1193
Estacionamientos,2,1193
Bodegas,1,1193
Cantidad de pisos,7,1193
Antigüedad,8 años,1193
Cuota mensual de mantenimiento,3000 MXN,1193
Superficie construida,56 m²,1194
Recámaras,1,1194
Baños,1,1194
Antigüedad,0 años,1194
Superficie total,107 m²,1195
Superficie construida,104 m²,1195
Ambientes,2,1195
Recámaras,2,1195
Baños,2,1195
Estacionamientos,2,1195
Cantidad de pisos,1,1195
Disposición,Frente,1195
Antigüedad,0 años,1195
Cuota mensual de mantenimiento,0 MXN,1195
Superficie total,1 m²,1196
Superficie construida,1 m²,1196
Antigüedad,0 años,1196
Superficie total,1 m²,1197
Superficie construida,1 m²,1197
Antigüedad,0 años,1197
Superficie total,60 m²,1198
Superficie construida,60 m²,1198
Recámaras,1,1198
Baños,1,1198
Estacionamientos,1,1198
Antigüedad,0 años,1198
Superficie total,78 m²,1199
Superficie construida,78 m²,1199
Recámaras,2,1199
Baños,2,1199
Estacionamientos,1,1199
Antigüedad,0 años,1199
Cuota mensual de mantenimiento,2000 MXN,1199
Superficie total,110 m²,1200
Superficie construida,110 m²,1200
Recámaras,2,1200
Baños,2,1200
Estacionamientos,1,1200
Antigüedad,0 años,1200
Cuota mensual de mantenimiento,1 MXN,1200
Superficie total,57 m²,1201
Superficie construida,57 m²,1201
Recámaras,1,1201
Baños,1,1201
Estacionamientos,1,1201
Bodegas,1,1201
Cantidad de pisos,1,1201
Antigüedad,0 años,1201
Superficie total,1 m²,1202
Superficie construida,1 m²,1202
Antigüedad,0 años,1202
Superficie total,81 m²,1203
Superficie construida,81 m²,1203
Recámaras,2,1203
Baños,2,1203
Antigüedad,0 años,1203
Superficie total,81 m²,1204
Superficie construida,81 m²,1204
Recámaras,2,1204
Baños,2,1204
Antigüedad,0 años,1204
Superficie total,77 m²,1205
Superficie construida,77 m²,1205
Recámaras,2,1205
Baños,2,1205
Antigüedad,0 años,1205
Superficie total,594 m²,1206
Superficie construida,1146 m²,1206
Antigüedad,0 años,1206
Superficie total,137 m²,1207
Superficie construida,137 m²,1207
Recámaras,3,1207
Baños,2,1207
Estacionamientos,1,1207
Superficie total,15 m²,1208
Superficie construida,15 m²,1208
Baños,1,1208
Antigüedad,11 años,1208
Ambientes,1,1208
Superficie total,55 m²,1209
Superficie construida,55 m²,1209
Antigüedad,37 años,1209
Ambientes,1,1209
Superficie total,193 m²,1210
Superficie construida,160 m²,1210
Recámaras,2,1210
Baños,2,1210
Estacionamientos,2,1210
Bodegas,1,1210
Cantidad de pisos,5,1210
Departamentos por piso,1,1210
Número de piso de la unidad,1,1210
Disposición,Frente,1210
Orientación,Poniente,1210
Antigüedad,2 años,1210
Superficie total,70 m²,1211
Superficie construida,70 m²,1211
Recámaras,1,1211
Baños,1,1211
Antigüedad,0 años,1211
Superficie construida,110 m²,1212
Recámaras,2,1212
Baños,2,1212
Antigüedad,0 años,1212
Superficie total,256 m²,1213
Superficie construida,123 m²,1213
Ambientes,3,1213
Recámaras,3,1213
Baños,3,1213
Estacionamientos,2,1213
Cantidad de pisos,2,1213
Disposición,Frente,1213
Antigüedad,0 años,1213
Cuota mensual de mantenimiento,0 MXN,1213
Superficie total,320 m²,1214
Superficie construida,108 m²,1214
Ambientes,3,1214
Recámaras,3,1214
Baños,2,1214
Estacionamientos,2,1214
Cantidad de pisos,2,1214
Disposición,Frente,1214
Antigüedad,0 años,1214
Cuota mensual de mantenimiento,0 MXN,1214
Superficie total,320 m²,1215
Superficie construida,320 m²,1215
Baños,4,1215
Antigüedad,0 años,1215
Ambientes,4,1215
Superficie total,78 m²,1216
Superficie construida,78 m²,1216
Recámaras,2,1216
Baños,2,1216
Estacionamientos,1,1216
Antigüedad,0 años,1216
Superficie construida,54 m²,1217
Recámaras,1,1217
Baños,1,1217
Estacionamientos,1,1217
Superficie total,60 m²,1218
Superficie construida,60 m²,1218
Recámaras,1,1218
Baños,1,1218
Estacionamientos,1,1218
Antigüedad,0 años,1218
Cuota mensual de mantenimiento,1 MXN,1218
Superficie total,78 m²,1219
Superficie construida,78 m²,1219
Recámaras,2,1219
Baños,1,1219
Estacionamientos,1,1219
Antigüedad,0 años,1219
Cuota mensual de mantenimiento,2000 MXN,1219
Superficie total,110 m²,1220
Superficie construida,110 m²,1220
Recámaras,1,1220
Baños,1,1220
Estacionamientos,1,1220
Antigüedad,0 años,1220
Superficie total,1 m²,1221
Superficie construida,1 m²,1221
Antigüedad,0 años,1221
Superficie total,1 m²,1222
Superficie construida,1 m²,1222
Antigüedad,0 años,1222
Superficie total,1 m²,1223
Superficie construida,1 m²,1223
Antigüedad,0 años,1223
Superficie total,575 m²,1224
Superficie construida,575 m²,1224
Estacionamientos,5,1224
Antigüedad,0 años,1224
Superficie total,158 m²,1225
Superficie construida,75 m²,1225
Recámaras,3,1225
Baños,1,1225
Estacionamientos,1,1225
Antigüedad,0 años,1225
Superficie total,85 m²,1226
Superficie construida,85 m²,1226
Recámaras,2,1226
Baños,2,1226
Estacionamientos,1,1226
Bodegas,1,1226
Cantidad de pisos,1,1226
Antigüedad,0 años,1226
Superficie total,57 m²,1227
Superficie construida,57 m²,1227
Recámaras,1,1227
Baños,1,1227
Estacionamientos,1,1227
Antigüedad,0 años,1227
Superficie total,77 m²,1228
Superficie construida,77 m²,1228
Recámaras,2,1228
Baños,1,1228
Admite mascotas,Sí,1228
Número de piso de la unidad,1,1228
Departamentos por piso,2,1228
Cantidad de pisos,3,1228
Antigüedad,60 años,1228
Cuota mensual de mantenimiento,1000 MXN,1228
Superficie construida,1631 m²,1229
Superficie total,42 m²,1230
Superficie construida,43 m²,1230
Baños,12,1230
Número de piso de la unidad,2,1230
Cuota mensual de mantenimiento,0 MXN,1230
Superficie construida,54 m²,1231
Recámaras,1,1231
Baños,1,1231
Antigüedad,0 años,1231
Superficie construida,63 m²,1232
Recámaras,1,1232
Baños,1,1232
Estacionamientos,1,1232
Superficie construida,38 m²,1233
Recámaras,1,1233
Baños,1,1233
Estacionamientos,1,1233
Superficie total,78 m²,1234
Superficie construida,78 m²,1234
Recámaras,2,1234
Baños,2,1234
Estacionamientos,1,1234
Antigüedad,0 años,1234
Superficie total,60 m²,1235
Superficie construida,60 m²,1235
Recámaras,1,1235
Baños,1,1235
Estacionamientos,1,1235
Antigüedad,0 años,1235
Superficie total,71 m²,1236
Superficie construida,71 m²,1236
Recámaras,2,1236
Baños,2,1236
Estacionamientos,1,1236
Antigüedad,0 años,1236
Superficie total,1 m²,1237
Superficie construida,1 m²,1237
Estacionamientos,3,1237
Antigüedad,0 años,1237
Superficie total,180 m²,1238
Superficie construida,120 m²,1238
Recámaras,3,1238
Baños,2,1238
Estacionamientos,1,1238
Superficie total,154 m²,1239
Superficie construida,154 m²,1239
Recámaras,3,1239
Baños,2,1239
Estacionamientos,3,1239
Antigüedad,0 años,1239
Superficie total,114 m²,1240
Superficie construida,114 m²,1240
Recámaras,2,1240
Baños,3,1240
Estacionamientos,2,1240
Antigüedad,4 años,1240
Cuota mensual de mantenimiento,500 MXN,1240
Superficie total,72 m²,1241
Superficie construida,72 m²,1241
Recámaras,2,1241
Baños,2,1241
Estacionamientos,1,1241
Antigüedad,0 años,1241
Superficie total,15 m²,1242
Superficie construida,15 m²,1242
Baños,1,1242
Antigüedad,11 años,1242
Ambientes,1,1242
Superficie total,38 m²,1243
Superficie construida,38 m²,1243
Estacionamientos,1,1243
Baños,1,1243
Antigüedad,0 años,1243
Ambientes,1,1243
Superficie total,245 m²,1244
Superficie construida,245 m²,1244
Recámaras,3,1244
Baños,2,1244
Estacionamientos,2,1244
Superficie construida,139 m²,1245
Recámaras,2,1245
Baños,2,1245
Antigüedad,1 años,1245
Superficie total,202 m²,1246
Superficie construida,202 m²,1246
Ambientes,5,1246
Recámaras,3,1246
Baños,2,1246
Estacionamientos,2,1246
Antigüedad,0 años,1246
Superficie total,80 m²,1247
Superficie construida,80 m²,1247
Baños,2,1247
Bodegas,1,1247
Antigüedad,0 años,1247
Superficie total,20 m²,1248
Superficie construida,20 m²,1248
Baños,2,1248
Antigüedad,0 años,1248
Ambientes,2,1248
Superficie total,110 m²,1249
Superficie construida,100 m²,1249
Recámaras,2,1249
Baños,2,1249
Estacionamientos,1,1249
Bodegas,1,1249
Cantidad de pisos,1,1249
Antigüedad,9 años,1249
Cuota mensual de mantenimiento,2700 MXN,1249
Superficie total,93 m²,1250
Superficie construida,93 m²,1250
Recámaras,3,1250
Baños,2,1250
Estacionamientos,2,1250
Superficie total,211 m²,1251
Superficie construida,211 m²,1251
Recámaras,3,1251
Baños,2,1251
Estacionamientos,1,1251
Bodegas,1,1251
Cantidad de pisos,2,1251
Antigüedad,50 años,1251
Cuota mensual de mantenimiento,2000 MXN,1251
Superficie total,270 m²,1252
Superficie construida,270 m²,1252
Recámaras,3,1252
Baños,4,1252
Estacionamientos,2,1252
Superficie total,422 m²,1253
Acceso,Otro,1253
Cuota mensual de mantenimiento,0 MXN,1253
Superficie total,568 m²,1254
Superficie construida,568 m²,1254
Estacionamientos,32,1254
Baños,14,1254
Antigüedad,40 años,1254
Superficie total,140 m²,1255
Superficie construida,140 m²,1255
Recámaras,2,1255
Baños,2,1255
Estacionamientos,2,1255
Superficie total,103 m²,1256
Superficie construida,103 m²,1256
Ambientes,4,1256
Recámaras,2,1256
Baños,2,1256
Antigüedad,0 años,1256
Superficie total,107 m²,1257
Superficie construida,107 m²,1257
Ambientes,4,1257
Recámaras,2,1257
Baños,2,1257
Estacionamientos,1,1257
Antigüedad,15 años,1257
Superficie total,173 m²,1258
Superficie construida,173 m²,1258
Recámaras,2,1258
Baños,2,1258
Estacionamientos,2,1258
Antigüedad,0 años,1258
Cuota mensual de mantenimiento,4000 MXN,1258
Superficie total,1 m²,1259
Superficie construida,1 m²,1259
Antigüedad,0 años,1259
Superficie total,194 m²,1260
Superficie construida,194 m²,1260
Ambientes,4,1260
Recámaras,2,1260
Baños,2,1260
Estacionamientos,2,1260
Antigüedad,0 años,1260
Superficie construida,203 m²,1261
Antigüedad,2 años,1261
Superficie total,120 m²,1262
Superficie construida,120 m²,1262
Estacionamientos,1,1262
Antigüedad,0 años,1262
Ambientes,1,1262
Superficie total,111 m²,1263
Superficie construida,111 m²,1263
Recámaras,2,1263
Baños,2,1263
Estacionamientos,1,1263
Antigüedad,1 años,1263
Cuota mensual de mantenimiento,1 MXN,1263
Superficie total,110 m²,1264
Superficie construida,110 m²,1264
Baños,2,1264
Antigüedad,0 años,1264
Ambientes,2,1264
Superficie total,90 m²,1265
Superficie construida,90 m²,1265
Recámaras,2,1265
Baños,2,1265
Estacionamientos,2,1265
Superficie total,600 m²,1266
Superficie construida,600 m²,1266
Antigüedad,0 años,1266
Superficie total,171 m²,1267
Superficie construida,171 m²,1267
Baños,3,1267
Estacionamientos,2,1267
Antigüedad,0 años,1267
Superficie total,67 m²,1268
Superficie construida,67 m²,1268
Recámaras,1,1268
Baños,2,1268
Estacionamientos,1,1268
Antigüedad,0 años,1268
Superficie total,57 m²,1269
Superficie construida,57 m²,1269
Recámaras,1,1269
Baños,1,1269
Estacionamientos,1,1269
Antigüedad,0 años,1269
Superficie total,60 m²,1270
Superficie construida,60 m²,1270
Recámaras,1,1270
Baños,1,1270
Antigüedad,0 años,1270
Superficie total,1 m²,1271
Superficie construida,1 m²,1271
Antigüedad,0 años,1271
Superficie total,215 m²,1272
Superficie construida,215 m²,1272
Ambientes,5,1272
Recámaras,2,1272
Baños,2,1272
Estacionamientos,2,1272
Antigüedad,0 años,1272
