id,attribute_name,attribute_value
1,Estatus:,Preventa
1,Metros Cuadrados:,62-172m2
1,Recámara(s):,2
1,Baños:,2
1,Medio Baños:,—
1,Garage:,1
1,Año de Construccion:,—
1,Superficie Total:,—
1,Entrega:,—
2,Estatus:,Preventa
2,Metros Cuadrados:,64-127m2
2,Recámara(s):,1-3
2,Baños:,1-2
2,Medio Baños:,1
2,Garage:,1-2
2,Año de Construccion:,2022
2,Superficie Total:,—
2,Entrega:,enero 2023
3,Recámara(s):,1
3,Baños:,1
3,Garage:,1
3,Vendedor(a):,Inmobiliaria
4,Recámara(s):,3
4,Baños:,3
4,Garage:,2
4,Vendedor(a):,Inmobiliaria
5,Recámara(s):,2
5,Baños:,2
5,Garage:,2
5,Vendedor(a):,Inmobiliaria
6,Recámara(s):,1
6,Baños:,1
6,Terreno:,43m2
6,Vendedor(a):,Inmobiliaria
7,Recámara(s):,1
7,Baños:,1
7,Terreno:,52m2
7,Vendedor(a):,Inmobiliaria
8,Recámara(s):,1
8,Baños:,1
8,Vendedor(a):,Inmobiliaria
9,Recámara(s):,1
9,Baños:,1
9,Vendedor(a):,Inmobiliaria
10,Recámara(s):,2
10,Baños:,1
10,Vendedor(a):,Inmobiliaria
11,Recámara(s):,2
11,Baños:,2
11,Garage:,2
11,Vendedor(a):,Inmobiliaria
12,Recámara(s):,2
12,Baños:,2
12,Garage:,1
12,Terreno:,60m2
12,Vendedor(a):,Inmobiliaria
13,Recámara(s):,2
13,Baños:,2
13,Garage:,2
13,Terreno:,133m2
13,Vendedor(a):,Inmobiliaria
14,Recámara(s):,2
14,Baños:,3
14,Garage:,2
14,Terreno:,143m2
14,Vendedor(a):,Inmobiliaria
15,Recámara(s):,2
15,Baños:,1
15,Vendedor(a):,Inmobiliaria
16,Recámara(s):,2
16,Baños:,1
16,Vendedor(a):,Inmobiliaria
17,Recámara(s):,2
17,Baños:,2
17,Vendedor(a):,Inmobiliaria
18,Recámara(s):,2
18,Baños:,2
18,Garage:,2
18,Terreno:,99m2
18,Vendedor(a):,Inmobiliaria
19,Recámara(s):,1
19,Baños:,1
19,Terreno:,34m2
19,Vendedor(a):,Inmobiliaria
20,Recámara(s):,2
20,Baños:,2
20,Garage:,1
20,Vendedor(a):,Inmobiliaria
22,Recámara(s):,3
22,Baños:,1
22,Medio Baños:,1
22,Garage:,1
22,Terreno:,98m2
22,Vendedor(a):,Inmobiliaria
23,Recámara(s):,2
23,Baños:,2
23,Medio Baños:,1
23,Garage:,2
23,Vendedor(a):,Inmobiliaria
24,Estatus:,Preventa
24,Metros Cuadrados:,62-172m2
24,Recámara(s):,2
24,Baños:,2
24,Medio Baños:,—
24,Garage:,1
24,Año de Construccion:,—
24,Superficie Total:,—
24,Entrega:,—
25,Estatus:,Preventa
25,Metros Cuadrados:,64-127m2
25,Recámara(s):,1-3
25,Baños:,1-2
25,Medio Baños:,1
25,Garage:,1-2
25,Año de Construccion:,2022
25,Superficie Total:,—
25,Entrega:,enero 2023
26,Recámara(s):,3
26,Baños:,3
26,Garage:,3
26,Terreno:,425m2
26,Vendedor(a):,Inmobiliaria
27,Recámara(s):,3
27,Baños:,3
27,Garage:,1
27,Vendedor(a):,Inmobiliaria
28,Recámara(s):,2
28,Baños:,1
28,Garage:,1
28,Vendedor(a):,Inmobiliaria
29,Recámara(s):,1
29,Baños:,1
29,Terreno:,42m2
29,Vendedor(a):,Inmobiliaria
30,Recámara(s):,2
30,Baños:,1
30,Garage:,1
30,Terreno:,79m2
30,Vendedor(a):,Inmobiliaria
31,Recámara(s):,1
31,Baños:,1
31,Medio Baños:,1
31,Garage:,2
31,Terreno:,135m2
31,Vendedor(a):,Inmobiliaria
32,Recámara(s):,1
32,Baños:,1
32,Medio Baños:,1
32,Terreno:,93m2
32,Vendedor(a):,Inmobiliaria
33,Recámara(s):,2
33,Baños:,2
33,Garage:,1
33,Terreno:,85m2
33,Vendedor(a):,Inmobiliaria
34,Recámara(s):,3
34,Baños:,3
34,Garage:,2
34,Vendedor(a):,Inmobiliaria
35,Recámara(s):,1
35,Baños:,1
35,Vendedor(a):,Inmobiliaria
36,Recámara(s):,2
36,Baños:,2
36,Terreno:,59m2
36,Vendedor(a):,Inmobiliaria
37,Recámara(s):,3
37,Baños:,2
37,Garage:,1
37,Terreno:,103m2
37,Vendedor(a):,Inmobiliaria
38,Recámara(s):,2
38,Baños:,2
38,Garage:,1
38,Vendedor(a):,Inmobiliaria
39,Recámara(s):,2
39,Baños:,1
39,Garage:,1
39,Vendedor(a):,Inmobiliaria
40,Recámara(s):,1
40,Baños:,1
40,Terreno:,63m2
40,Vendedor(a):,Inmobiliaria
41,Recámara(s):,3
41,Baños:,2
41,Garage:,1
41,Terreno:,86m2
41,Vendedor(a):,Inmobiliaria
42,Recámara(s):,3
42,Baños:,2
42,Garage:,2
42,Terreno:,270m2
42,Vendedor(a):,Inmobiliaria
43,Recámara(s):,3
43,Baños:,3
43,Garage:,2
43,Terreno:,190m2
43,Vendedor(a):,Inmobiliaria
44,Recámara(s):,2
44,Baños:,2
44,Garage:,2
44,Terreno:,160m2
44,Vendedor(a):,Inmobiliaria
45,Recámara(s):,1
45,Baños:,1
45,Terreno:,64m2
45,Vendedor(a):,Inmobiliaria
46,Estatus:,Preventa
46,Metros Cuadrados:,62-172m2
46,Recámara(s):,2
46,Baños:,2
46,Medio Baños:,—
46,Garage:,1
46,Año de Construccion:,—
46,Superficie Total:,—
46,Entrega:,—
47,Estatus:,Preventa
47,Metros Cuadrados:,64-127m2
47,Recámara(s):,1-3
47,Baños:,1-2
47,Medio Baños:,1
47,Garage:,1-2
47,Año de Construccion:,2022
47,Superficie Total:,—
47,Entrega:,enero 2023
48,Recámara(s):,1
48,Baños:,1
48,Vendedor(a):,Inmobiliaria
49,Recámara(s):,2
49,Baños:,2
49,Vendedor(a):,Inmobiliaria
50,Recámara(s):,1
50,Baños:,1
50,Vendedor(a):,Inmobiliaria
51,Recámara(s):,1
51,Baños:,1
51,Terreno:,56m2
51,Vendedor(a):,Inmobiliaria
52,Recámara(s):,1
52,Baños:,1
52,Terreno:,70m2
52,Vendedor(a):,Inmobiliaria
53,Recámara(s):,2
53,Baños:,1
53,Terreno:,74m2
53,Vendedor(a):,Inmobiliaria
54,Recámara(s):,2
54,Baños:,2
54,Terreno:,184m2
54,Vendedor(a):,Inmobiliaria
55,Recámara(s):,2
55,Baños:,2
55,Terreno:,158m2
55,Vendedor(a):,Inmobiliaria
56,Recámara(s):,2
56,Baños:,2
56,Terreno:,78m2
56,Vendedor(a):,Inmobiliaria
57,Recámara(s):,2
57,Baños:,2
57,Terreno:,120m2
57,Vendedor(a):,Inmobiliaria
58,Recámara(s):,2
58,Baños:,2
58,Terreno:,132m2
58,Vendedor(a):,Inmobiliaria
59,Recámara(s):,2
59,Baños:,2
59,Terreno:,83m2
59,Vendedor(a):,Inmobiliaria
60,Recámara(s):,2
60,Baños:,2
60,Terreno:,93m2
60,Vendedor(a):,Inmobiliaria
61,Recámara(s):,2
61,Baños:,2
61,Terreno:,103m2
61,Vendedor(a):,Inmobiliaria
62,Recámara(s):,2
62,Baños:,2
62,Terreno:,109m2
62,Vendedor(a):,Inmobiliaria
63,Recámara(s):,3
63,Baños:,3
63,Garage:,1
63,Terreno:,145m2
63,Vendedor(a):,Inmobiliaria
64,Recámara(s):,3
64,Baños:,2
64,Garage:,2
64,Terreno:,110m2
64,Vendedor(a):,Inmobiliaria
65,Recámara(s):,3
65,Baños:,1
65,Medio Baños:,2
65,Terreno:,120m2
66,Recámara(s):,3
66,Baños:,2
66,Garage:,2
66,Terreno:,100m2
66,Vendedor(a):,Inmobiliaria
67,Recámara(s):,3
67,Baños:,2
67,Garage:,2
67,Terreno:,180m2
68,Recámara(s):,3
68,Baños:,2
68,Garage:,2
68,Terreno:,100m2
68,Vendedor(a):,Inmobiliaria
69,Recámara(s):,1
69,Baños:,1
69,Medio Baños:,1
69,Terreno:,42m2
69,Vendedor(a):,Inmobiliaria
69,Disponibilidad:,21/09/22
70,Recámara(s):,2
70,Baños:,2
70,Garage:,1
70,Vendedor(a):,Inmobiliaria
71,Estatus:,Preventa
71,Metros Cuadrados:,62-172m2
71,Recámara(s):,2
71,Baños:,2
71,Medio Baños:,—
71,Garage:,1
71,Año de Construccion:,—
71,Superficie Total:,—
71,Entrega:,—
72,Estatus:,Preventa
72,Metros Cuadrados:,64-127m2
72,Recámara(s):,1-3
72,Baños:,1-2
72,Medio Baños:,1
72,Garage:,1-2
72,Año de Construccion:,2022
72,Superficie Total:,—
72,Entrega:,enero 2023
73,Recámara(s):,2
73,Baños:,2
73,Medio Baños:,1
73,Garage:,2
73,Vendedor(a):,Inmobiliaria
74,Recámara(s):,2
74,Baños:,2
74,Garage:,2
74,Vendedor(a):,Inmobiliaria
75,Recámara(s):,2
75,Baños:,2
75,Garage:,2
75,Terreno:,99m2
75,Vendedor(a):,Inmobiliaria
76,Recámara(s):,1
76,Baños:,1
76,Vendedor(a):,Inmobiliaria
77,Recámara(s):,3
77,Baños:,2
77,Garage:,2
77,Terreno:,110m2
78,Recámara(s):,3
78,Baños:,2
78,Garage:,2
78,Terreno:,100m2
78,Vendedor(a):,Inmobiliaria
79,Recámara(s):,3
79,Baños:,2
79,Garage:,2
79,Terreno:,100m2
80,Recámara(s):,2
80,Baños:,2
80,Medio Baños:,1
80,Garage:,2
80,Vendedor(a):,Inmobiliaria
81,Recámara(s):,2
81,Baños:,2
81,Garage:,1
81,Vendedor(a):,Inmobiliaria
82,Recámara(s):,2
82,Baños:,2
82,Garage:,1
82,Vendedor(a):,Inmobiliaria
83,Recámara(s):,3
83,Baños:,2
83,Garage:,2
83,Vendedor(a):,Inmobiliaria
84,Recámara(s):,2
84,Baños:,2
84,Garage:,2
84,Vendedor(a):,Inmobiliaria
85,Recámara(s):,3
85,Baños:,2
85,Garage:,1
85,Vendedor(a):,Inmobiliaria
86,Recámara(s):,2
86,Baños:,2
86,Garage:,1
86,Terreno:,82m2
86,Vendedor(a):,Inmobiliaria
87,Recámara(s):,2
87,Baños:,2
87,Garage:,1
87,Terreno:,64m2
87,Vendedor(a):,Inmobiliaria
88,Recámara(s):,2
88,Baños:,2
88,Garage:,1
88,Terreno:,96m2
88,Vendedor(a):,Inmobiliaria
89,Recámara(s):,2
89,Baños:,2
89,Garage:,1
89,Terreno:,86m2
89,Vendedor(a):,Inmobiliaria
90,Recámara(s):,2
90,Baños:,2
90,Garage:,1
90,Terreno:,98m2
90,Vendedor(a):,Inmobiliaria
91,Recámara(s):,2
91,Baños:,2
91,Garage:,1
91,Terreno:,125m2
91,Vendedor(a):,Inmobiliaria
92,Recámara(s):,2
92,Baños:,2
92,Garage:,1
92,Terreno:,172m2
92,Vendedor(a):,Inmobiliaria
93,Recámara(s):,2
93,Baños:,2
93,Garage:,1
93,Terreno:,77m2
93,Vendedor(a):,Inmobiliaria
94,Recámara(s):,2
94,Baños:,2
94,Garage:,1
94,Terreno:,62m2
94,Vendedor(a):,Inmobiliaria
95,Recámara(s):,3
95,Baños:,2
95,Medio Baños:,1
95,Garage:,2
95,Terreno:,180m2
95,Vendedor(a):,Inmobiliaria
96,Estatus:,Preventa
96,Metros Cuadrados:,62-172m2
96,Recámara(s):,2
96,Baños:,2
96,Medio Baños:,—
96,Garage:,1
96,Año de Construccion:,—
96,Superficie Total:,—
96,Entrega:,—
97,Estatus:,Preventa
97,Metros Cuadrados:,64-127m2
97,Recámara(s):,1-3
97,Baños:,1-2
97,Medio Baños:,1
97,Garage:,1-2
97,Año de Construccion:,2022
97,Superficie Total:,—
97,Entrega:,enero 2023
98,Recámara(s):,1
98,Baños:,1
98,Vendedor(a):,Inmobiliaria
99,Recámara(s):,2
99,Baños:,2
99,Garage:,1
99,Terreno:,90m2
99,Vendedor(a):,Inmobiliaria
100,Recámara(s):,2
100,Baños:,2
100,Garage:,2
100,Vendedor(a):,Inmobiliaria
101,Recámara(s):,2
101,Baños:,2
101,Garage:,2
101,Vendedor(a):,Inmobiliaria
102,Recámara(s):,3
102,Baños:,2
102,Garage:,2
102,Terreno:,96m2
102,Vendedor(a):,Inmobiliaria
103,Recámara(s):,1
103,Baños:,1
103,Terreno:,37m2
103,Vendedor(a):,Inmobiliaria
104,Recámara(s):,3
104,Baños:,2
104,Garage:,1
104,Terreno:,127m2
104,Vendedor(a):,Inmobiliaria
105,Recámara(s):,2
105,Baños:,2
105,Vendedor(a):,Inmobiliaria
106,Recámara(s):,3
106,Baños:,3
106,Medio Baños:,1
106,Garage:,2
106,Vendedor(a):,Inmobiliaria
107,Recámara(s):,1
107,Baños:,1
107,Medio Baños:,1
107,Garage:,2
107,Vendedor(a):,Inmobiliaria
108,Recámara(s):,2
108,Baños:,2
108,Garage:,2
108,Vendedor(a):,Inmobiliaria
109,Recámara(s):,2
109,Baños:,2
109,Garage:,1
109,Terreno:,100m2
109,Vendedor(a):,Inmobiliaria
110,Recámara(s):,3
110,Baños:,3
110,Garage:,1
110,Terreno:,145m2
110,Vendedor(a):,Inmobiliaria
111,Recámara(s):,3
111,Baños:,3
111,Garage:,2
111,Terreno:,185m2
111,Vendedor(a):,Inmobiliaria
112,Recámara(s):,3
112,Baños:,3
112,Garage:,2
112,Terreno:,178m2
112,Vendedor(a):,Inmobiliaria
113,Recámara(s):,2
113,Baños:,2
113,Garage:,1
113,Terreno:,135m2
113,Vendedor(a):,Inmobiliaria
114,Recámara(s):,2
114,Baños:,2
114,Garage:,2
114,Terreno:,79m2
114,Vendedor(a):,Inmobiliaria
115,Recámara(s):,2
115,Baños:,2
115,Garage:,1
115,Vendedor(a):,Inmobiliaria
116,Recámara(s):,2
116,Baños:,2
116,Garage:,1
116,Terreno:,90m2
116,Vendedor(a):,Inmobiliaria
117,Recámara(s):,2
117,Baños:,3
117,Garage:,2
117,Vendedor(a):,Inmobiliaria
118,Recámara(s):,2
118,Baños:,2
118,Medio Baños:,1
118,Garage:,1
118,Vendedor(a):,Inmobiliaria
119,Recámara(s):,1
119,Baños:,1
119,Garage:,1
119,Terreno:,41m2
119,Vendedor(a):,Inmobiliaria
120,Recámara(s):,1
120,Baños:,1
120,Garage:,1
120,Terreno:,38m2
120,Vendedor(a):,Inmobiliaria
121,Estatus:,Preventa
121,Metros Cuadrados:,62-172m2
121,Recámara(s):,2
121,Baños:,2
121,Medio Baños:,—
121,Garage:,1
121,Año de Construccion:,—
121,Superficie Total:,—
121,Entrega:,—
122,Estatus:,Preventa
122,Metros Cuadrados:,64-127m2
122,Recámara(s):,1-3
122,Baños:,1-2
122,Medio Baños:,1
122,Garage:,1-2
122,Año de Construccion:,2022
122,Superficie Total:,—
122,Entrega:,enero 2023
123,Recámara(s):,1
123,Baños:,1
123,Medio Baños:,1
123,Terreno:,93m2
123,Vendedor(a):,Inmobiliaria
124,Recámara(s):,2
124,Baños:,2
124,Garage:,2
124,Terreno:,99m2
124,Vendedor(a):,Inmobiliaria
125,Recámara(s):,2
125,Baños:,2
125,Medio Baños:,1
125,Garage:,2
125,Vendedor(a):,Inmobiliaria
126,Recámara(s):,2
126,Baños:,1
126,Garage:,1
126,Terreno:,58m2
126,Vendedor(a):,Inmobiliaria
127,Recámara(s):,2
127,Baños:,2
127,Garage:,1
127,Terreno:,102m2
127,Vendedor(a):,Inmobiliaria
128,Recámara(s):,1
128,Baños:,1
128,Garage:,1
128,Vendedor(a):,Inmobiliaria
129,Recámara(s):,2
129,Baños:,2
129,Garage:,1
129,Vendedor(a):,Inmobiliaria
130,Recámara(s):,1
130,Baños:,1
130,Vendedor(a):,Inmobiliaria
131,Recámara(s):,1
131,Baños:,1
131,Vendedor(a):,Inmobiliaria
132,Recámara(s):,2
132,Baños:,2
132,Medio Baños:,1
132,Garage:,2
132,Vendedor(a):,Inmobiliaria
133,Recámara(s):,1
133,Baños:,1
133,Garage:,1
133,Vendedor(a):,Inmobiliaria
134,Recámara(s):,2
134,Baños:,1
134,Garage:,1
134,Terreno:,67m2
134,Vendedor(a):,Inmobiliaria
135,Recámara(s):,2
135,Baños:,2
135,Garage:,1
135,Vendedor(a):,Inmobiliaria
136,Recámara(s):,2
136,Baños:,1
136,Vendedor(a):,Inmobiliaria
137,Recámara(s):,2
137,Baños:,2
137,Garage:,1
137,Terreno:,97m2
137,Vendedor(a):,Inmobiliaria
138,Recámara(s):,1
138,Baños:,1
138,Terreno:,60m2
138,Vendedor(a):,Inmobiliaria
139,Recámara(s):,3
139,Baños:,2
139,Medio Baños:,1
139,Terreno:,130m2
139,Vendedor(a):,Inmobiliaria
140,Recámara(s):,3
140,Baños:,2
140,Terreno:,86m2
140,Vendedor(a):,Inmobiliaria
141,Recámara(s):,1
141,Baños:,1
141,Garage:,1
141,Terreno:,63m2
141,Vendedor(a):,Inmobiliaria
142,Recámara(s):,2
142,Baños:,2
142,Garage:,2
142,Terreno:,93m2
142,Vendedor(a):,Inmobiliaria
143,Recámara(s):,1
143,Baños:,1
143,Terreno:,32m2
143,Vendedor(a):,Inmobiliaria
144,Recámara(s):,2
144,Baños:,2
144,Terreno:,74m2
144,Vendedor(a):,Inmobiliaria
145,Recámara(s):,2
145,Baños:,2
145,Terreno:,83m2
145,Vendedor(a):,Inmobiliaria
146,Estatus:,Preventa
146,Metros Cuadrados:,62-172m2
146,Recámara(s):,2
146,Baños:,2
146,Medio Baños:,—
146,Garage:,1
146,Año de Construccion:,—
146,Superficie Total:,—
146,Entrega:,—
147,Estatus:,Preventa
147,Metros Cuadrados:,64-127m2
147,Recámara(s):,1-3
147,Baños:,1-2
147,Medio Baños:,1
147,Garage:,1-2
147,Año de Construccion:,2022
147,Superficie Total:,—
147,Entrega:,enero 2023
148,Recámara(s):,1
148,Baños:,1
148,Vendedor(a):,Inmobiliaria
149,Recámara(s):,2
149,Baños:,1
149,Vendedor(a):,Inmobiliaria
150,Recámara(s):,1
150,Baños:,1
150,Terreno:,52m2
150,Vendedor(a):,Inmobiliaria
151,Recámara(s):,2
151,Baños:,2
151,Terreno:,84m2
151,Vendedor(a):,Inmobiliaria
152,Recámara(s):,1
152,Baños:,1
152,Terreno:,40m2
152,Vendedor(a):,Inmobiliaria
153,Recámara(s):,1
153,Baños:,1
153,Garage:,1
153,Terreno:,53m2
153,Vendedor(a):,Inmobiliaria
154,Recámara(s):,2
154,Baños:,2
154,Garage:,2
154,Terreno:,89m2
154,Vendedor(a):,Inmobiliaria
155,Recámara(s):,1
155,Baños:,1
155,Garage:,1
155,Terreno:,58m2
155,Vendedor(a):,Inmobiliaria
156,Recámara(s):,2
156,Baños:,1
156,Garage:,1
156,Terreno:,65m2
156,Vendedor(a):,Inmobiliaria
157,Recámara(s):,2
157,Baños:,2
157,Terreno:,30m2
157,Vendedor(a):,Inmobiliaria
158,Recámara(s):,2
158,Baños:,2
158,Garage:,1
158,Terreno:,98m2
158,Vendedor(a):,Inmobiliaria
159,Recámara(s):,1
159,Baños:,1
159,Garage:,1
159,Terreno:,41m2
159,Vendedor(a):,Inmobiliaria
160,Recámara(s):,1
160,Baños:,1
160,Garage:,1
160,Vendedor(a):,Inmobiliaria
161,Recámara(s):,2
161,Baños:,2
161,Garage:,1
161,Vendedor(a):,Inmobiliaria
162,Recámara(s):,3
162,Baños:,2
162,Garage:,2
162,Terreno:,180m2
162,Vendedor(a):,Inmobiliaria
163,Recámara(s):,2
163,Baños:,2
163,Garage:,2
163,Terreno:,93m2
163,Vendedor(a):,Inmobiliaria
164,Recámara(s):,3
164,Baños:,2
164,Garage:,2
164,Terreno:,180m2
164,Vendedor(a):,Inmobiliaria
165,Recámara(s):,1
165,Baños:,1
165,Terreno:,52m2
165,Vendedor(a):,Inmobiliaria
166,Recámara(s):,2
166,Baños:,2
166,Garage:,2
166,Vendedor(a):,Inmobiliaria
167,Recámara(s):,1
167,Baños:,1
167,Garage:,1
167,Terreno:,41m2
167,Vendedor(a):,Inmobiliaria
168,Recámara(s):,1
168,Baños:,1
168,Garage:,1
168,Terreno:,38m2
168,Vendedor(a):,Inmobiliaria
169,Recámara(s):,1
169,Baños:,1
169,Terreno:,37m2
169,Vendedor(a):,Inmobiliaria
169,Disponibilidad:,31/01/23
170,Recámara(s):,2
170,Baños:,2
170,Garage:,1
170,Vendedor(a):,Inmobiliaria
171,Estatus:,Preventa
171,Metros Cuadrados:,62-172m2
171,Recámara(s):,2
171,Baños:,2
171,Medio Baños:,—
171,Garage:,1
171,Año de Construccion:,—
171,Superficie Total:,—
171,Entrega:,—
172,Estatus:,Preventa
172,Metros Cuadrados:,64-127m2
172,Recámara(s):,1-3
172,Baños:,1-2
172,Medio Baños:,1
172,Garage:,1-2
172,Año de Construccion:,2022
172,Superficie Total:,—
172,Entrega:,enero 2023
173,Recámara(s):,2
173,Baños:,2
173,Garage:,1
173,Vendedor(a):,Inmobiliaria
174,Recámara(s):,3
174,Baños:,1
174,Medio Baños:,1
174,Garage:,1
174,Terreno:,98m2
174,Vendedor(a):,Inmobiliaria
175,Recámara(s):,2
175,Baños:,2
175,Vendedor(a):,Inmobiliaria
176,Recámara(s):,3
176,Baños:,2
176,Garage:,1
176,Terreno:,120m2
177,Recámara(s):,2
177,Baños:,2
177,Garage:,1
177,Terreno:,89m2
177,Vendedor(a):,Inmobiliaria
178,Recámara(s):,2
178,Baños:,2
178,Garage:,2
178,Terreno:,194m2
178,Vendedor(a):,Inmobiliaria
179,Recámara(s):,2
179,Baños:,2
179,Medio Baños:,1
179,Garage:,1
179,Vendedor(a):,Inmobiliaria
180,Recámara(s):,2
180,Baños:,2
180,Garage:,1
180,Terreno:,51m2
180,Vendedor(a):,Inmobiliaria
181,Recámara(s):,1
181,Baños:,1
181,Medio Baños:,1
181,Garage:,1
181,Terreno:,39m2
181,Vendedor(a):,Inmobiliaria
182,Recámara(s):,2
182,Baños:,2
182,Garage:,1
182,Terreno:,51m2
182,Vendedor(a):,Inmobiliaria
183,Recámara(s):,3
183,Baños:,2
183,Medio Baños:,1
183,Garage:,2
183,Terreno:,168m2
183,Vendedor(a):,Inmobiliaria
184,Recámara(s):,3
184,Baños:,2
184,Medio Baños:,1
184,Garage:,2
184,Vendedor(a):,Inmobiliaria
185,Recámara(s):,2
185,Baños:,2
185,Garage:,2
185,Terreno:,91m2
185,Vendedor(a):,Inmobiliaria
186,Recámara(s):,2
186,Baños:,2
186,Terreno:,62m2
186,Vendedor(a):,Inmobiliaria
187,Recámara(s):,3
187,Baños:,2
187,Vendedor(a):,Inmobiliaria
188,Recámara(s):,3
188,Baños:,2
188,Garage:,1
188,Terreno:,137m2
188,Vendedor(a):,Inmobiliaria
189,Recámara(s):,2
189,Baños:,4+
189,Garage:,2
189,Vendedor(a):,Inmobiliaria
190,Recámara(s):,2
190,Baños:,2
190,Garage:,1
190,Terreno:,90m2
190,Vendedor(a):,Inmobiliaria
191,Recámara(s):,2
191,Baños:,2
191,Garage:,1
191,Terreno:,56m2
191,Vendedor(a):,Inmobiliaria
192,Recámara(s):,2
192,Baños:,2
192,Garage:,1
192,Terreno:,70m2
192,Vendedor(a):,Inmobiliaria
193,Recámara(s):,2
193,Baños:,2
193,Vendedor(a):,Inmobiliaria
194,Recámara(s):,2
194,Baños:,2
194,Garage:,2
194,Vendedor(a):,Inmobiliaria
195,Recámara(s):,2
195,Baños:,2
195,Garage:,2
195,Terreno:,106m2
195,Vendedor(a):,Inmobiliaria
196,Estatus:,Preventa
196,Metros Cuadrados:,62-172m2
196,Recámara(s):,2
196,Baños:,2
196,Medio Baños:,—
196,Garage:,1
196,Año de Construccion:,—
196,Superficie Total:,—
196,Entrega:,—
197,Estatus:,Preventa
197,Metros Cuadrados:,64-127m2
197,Recámara(s):,1-3
197,Baños:,1-2
197,Medio Baños:,1
197,Garage:,1-2
197,Año de Construccion:,2022
197,Superficie Total:,—
197,Entrega:,enero 2023
198,Recámara(s):,1
198,Baños:,1
198,Vendedor(a):,Inmobiliaria
199,Recámara(s):,3
199,Baños:,3
199,Garage:,2
199,Vendedor(a):,Inmobiliaria
200,Recámara(s):,1
200,Baños:,1
200,Garage:,1
200,Vendedor(a):,Inmobiliaria
201,Recámara(s):,3
201,Baños:,2
201,Garage:,1
201,Terreno:,109m2
201,Vendedor(a):,Inmobiliaria
202,Recámara(s):,1
202,Baños:,1
202,Terreno:,37m2
202,Vendedor(a):,Inmobiliaria
203,Recámara(s):,2
203,Baños:,2
203,Terreno:,132m2
203,Vendedor(a):,Inmobiliaria
204,Recámara(s):,2
204,Baños:,2
204,Terreno:,76m2
204,Vendedor(a):,Inmobiliaria
205,Recámara(s):,2
205,Baños:,3
205,Terreno:,202m2
205,Vendedor(a):,Inmobiliaria
206,Recámara(s):,2
206,Baños:,2
206,Garage:,2
206,Terreno:,109m2
206,Vendedor(a):,Inmobiliaria
207,Recámara(s):,3
207,Baños:,3
207,Medio Baños:,1
207,Garage:,2
207,Vendedor(a):,Inmobiliaria
208,Recámara(s):,3
208,Baños:,2
208,Vendedor(a):,Inmobiliaria
209,Recámara(s):,2
209,Baños:,2
209,Garage:,1
209,Vendedor(a):,Inmobiliaria
210,Recámara(s):,2
210,Baños:,2
210,Garage:,1
210,Vendedor(a):,Inmobiliaria
211,Recámara(s):,1
211,Baños:,1
211,Garage:,1
211,Vendedor(a):,Inmobiliaria
212,Recámara(s):,2
212,Baños:,2
212,Garage:,1
212,Vendedor(a):,Inmobiliaria
213,Recámara(s):,3
213,Baños:,3
213,Medio Baños:,1
213,Garage:,2
213,Vendedor(a):,Inmobiliaria
214,Recámara(s):,3
214,Baños:,3
214,Medio Baños:,1
214,Garage:,2
214,Vendedor(a):,Inmobiliaria
215,Recámara(s):,2
215,Baños:,2
215,Medio Baños:,1
215,Garage:,2
215,Terreno:,128m2
215,Vendedor(a):,Inmobiliaria
216,Recámara(s):,3
216,Baños:,3
216,Garage:,4+
216,Vendedor(a):,Inmobiliaria
217,Recámara(s):,3
217,Baños:,2
217,Garage:,2
217,Terreno:,100m2
218,Recámara(s):,2
218,Baños:,2
218,Terreno:,126m2
218,Vendedor(a):,Inmobiliaria
219,Recámara(s):,1
219,Baños:,1
219,Terreno:,56m2
219,Vendedor(a):,Inmobiliaria
220,Recámara(s):,2
220,Baños:,2
220,Terreno:,65m2
220,Vendedor(a):,Inmobiliaria
221,Estatus:,Preventa
221,Metros Cuadrados:,62-172m2
221,Recámara(s):,2
221,Baños:,2
221,Medio Baños:,—
221,Garage:,1
221,Año de Construccion:,—
221,Superficie Total:,—
221,Entrega:,—
222,Estatus:,Preventa
222,Metros Cuadrados:,64-127m2
222,Recámara(s):,1-3
222,Baños:,1-2
222,Medio Baños:,1
222,Garage:,1-2
222,Año de Construccion:,2022
222,Superficie Total:,—
222,Entrega:,enero 2023
223,Recámara(s):,2
223,Baños:,1
223,Garage:,1
223,Vendedor(a):,Inmobiliaria
224,Recámara(s):,2
224,Baños:,2
224,Garage:,1
224,Vendedor(a):,Inmobiliaria
225,Recámara(s):,2
225,Baños:,1
225,Vendedor(a):,Inmobiliaria
226,Recámara(s):,1
226,Baños:,1
226,Terreno:,43m2
226,Vendedor(a):,Inmobiliaria
227,Recámara(s):,1
227,Baños:,1
227,Terreno:,63m2
227,Vendedor(a):,Inmobiliaria
228,Recámara(s):,2
228,Baños:,2
228,Terreno:,63m2
228,Vendedor(a):,Inmobiliaria
229,Recámara(s):,3
229,Baños:,3
229,Terreno:,141m2
229,Vendedor(a):,Inmobiliaria
230,Recámara(s):,2
230,Baños:,2
230,Terreno:,167m2
230,Vendedor(a):,Inmobiliaria
231,Recámara(s):,3
231,Baños:,2
231,Medio Baños:,1
231,Terreno:,145m2
231,Vendedor(a):,Inmobiliaria
232,Recámara(s):,3
232,Baños:,2
232,Medio Baños:,1
232,Terreno:,162m2
