id,attribute_name,attribute_value
458,Recámara(s):,3
458,Baños:,2
458,Garage:,2
458,Vendedor(a):,Inmobiliaria
459,Recámara(s):,1
459,Baños:,1
459,Vendedor(a):,Inmobiliaria
460,Recámara(s):,3
460,Baños:,2
460,Garage:,2
460,Vendedor(a):,Inmobiliaria
461,Recámara(s):,3
461,Baños:,3
461,Garage:,2
461,Vendedor(a):,Inmobiliaria
462,Recámara(s):,2
462,Baños:,2
462,Garage:,2
462,Vendedor(a):,Inmobiliaria
463,Recámara(s):,2
463,Baños:,2
463,Garage:,2
463,Vendedor(a):,Inmobiliaria
464,Recámara(s):,2
464,Baños:,2
464,Garage:,2
464,Vendedor(a):,Inmobiliaria
465,Recámara(s):,2
465,Baños:,2
465,Garage:,2
465,Vendedor(a):,Inmobiliaria
466,Estatus:,Preventa
466,Metros Cuadrados:,62-172m2
466,Recámara(s):,2
466,Baños:,2
466,Medio Baños:,—
466,Garage:,1
466,Año de Construccion:,—
466,Superficie Total:,—
466,Entrega:,—
467,Estatus:,Preventa
467,Metros Cuadrados:,64-127m2
467,Recámara(s):,1-3
467,Baños:,1-2
467,Medio Baños:,1
467,Garage:,1-2
467,Año de Construccion:,2022
467,Superficie Total:,—
467,Entrega:,enero 2023
468,Recámara(s):,1
468,Baños:,1
468,Garage:,1
468,Vendedor(a):,Inmobiliaria
469,Recámara(s):,2
469,Baños:,1
469,Garage:,1
469,Vendedor(a):,Inmobiliaria
470,Recámara(s):,3
470,Baños:,2
470,Garage:,2
470,Vendedor(a):,Inmobiliaria
471,Recámara(s):,2
471,Baños:,2
471,Garage:,2
471,Vendedor(a):,Inmobiliaria
472,Recámara(s):,2
472,Baños:,2
472,Garage:,1
472,Vendedor(a):,Inmobiliaria
473,Recámara(s):,3
473,Baños:,2
473,Garage:,1
473,Terreno:,120m2
473,Vendedor(a):,Inmobiliaria
474,Recámara(s):,3
474,Baños:,2
474,Garage:,2
474,Terreno:,180m2
474,Vendedor(a):,Inmobiliaria
475,Recámara(s):,2
475,Baños:,2
475,Garage:,1
475,Terreno:,76m2
475,Vendedor(a):,Inmobiliaria
476,Recámara(s):,3
476,Baños:,2
476,Garage:,1
476,Terreno:,120m2
476,Vendedor(a):,Inmobiliaria
477,Recámara(s):,3
477,Baños:,2
477,Garage:,2
477,Terreno:,110m2
477,Vendedor(a):,Inmobiliaria
478,Recámara(s):,3
478,Baños:,2
478,Garage:,2
478,Terreno:,110m2
478,Vendedor(a):,Inmobiliaria
479,Recámara(s):,3
479,Baños:,2
479,Garage:,1
479,Terreno:,120m2
479,Vendedor(a):,Inmobiliaria
480,Recámara(s):,3
480,Baños:,2
480,Vendedor(a):,Inmobiliaria
481,Recámara(s):,2
481,Baños:,2
481,Garage:,1
481,Terreno:,95m2
481,Vendedor(a):,Inmobiliaria
482,Recámara(s):,2
482,Baños:,2
482,Garage:,1
482,Vendedor(a):,Inmobiliaria
483,Recámara(s):,2
483,Baños:,1
483,Garage:,1
483,Vendedor(a):,Inmobiliaria
484,Recámara(s):,3
484,Baños:,2
484,Medio Baños:,1
484,Garage:,1
484,Terreno:,93m2
484,Vendedor(a):,Inmobiliaria
485,Recámara(s):,3
485,Baños:,2
485,Garage:,2
485,Vendedor(a):,Inmobiliaria
486,Recámara(s):,2
486,Baños:,2
486,Garage:,1
486,Terreno:,118m2
486,Vendedor(a):,Inmobiliaria
487,Recámara(s):,2
487,Baños:,2
487,Garage:,1
487,Terreno:,118m2
487,Vendedor(a):,Inmobiliaria
488,Estatus:,Preventa
488,Metros Cuadrados:,62-172m2
488,Recámara(s):,2
488,Baños:,2
488,Medio Baños:,—
488,Garage:,1
488,Año de Construccion:,—
488,Superficie Total:,—
488,Entrega:,—
489,Estatus:,Preventa
489,Metros Cuadrados:,64-127m2
489,Recámara(s):,1-3
489,Baños:,1-2
489,Medio Baños:,1
489,Garage:,1-2
489,Año de Construccion:,2022
489,Superficie Total:,—
489,Entrega:,enero 2023
490,Recámara(s):,1
490,Baños:,1
490,Vendedor(a):,Inmobiliaria
491,Recámara(s):,2
491,Baños:,2
491,Medio Baños:,1
491,Garage:,2
491,Terreno:,141m2
491,Vendedor(a):,Inmobiliaria
492,Recámara(s):,2
492,Baños:,1
492,Terreno:,92m2
492,Vendedor(a):,Inmobiliaria
493,Recámara(s):,2
493,Baños:,1
493,Medio Baños:,1
493,Garage:,1
493,Vendedor(a):,Inmobiliaria
494,Recámara(s):,3
494,Baños:,2
494,Garage:,2
494,Terreno:,110m2
494,Vendedor(a):,Inmobiliaria
495,Recámara(s):,3
495,Baños:,2
495,Garage:,2
495,Terreno:,110m2
495,Vendedor(a):,Inmobiliaria
496,Recámara(s):,3
496,Baños:,2
496,Garage:,2
496,Terreno:,180m2
496,Vendedor(a):,Inmobiliaria
497,Recámara(s):,3
497,Baños:,2
497,Garage:,2
497,Terreno:,180m2
497,Vendedor(a):,Inmobiliaria
498,Recámara(s):,3
498,Baños:,2
498,Garage:,1
498,Terreno:,120m2
498,Vendedor(a):,Inmobiliaria
499,Recámara(s):,1
499,Baños:,1
499,Garage:,1
499,Terreno:,63m2
499,Vendedor(a):,Inmobiliaria
500,Recámara(s):,1
500,Baños:,1
500,Garage:,1
500,Terreno:,51m2
500,Vendedor(a):,Inmobiliaria
501,Recámara(s):,3
501,Baños:,3
501,Vendedor(a):,Inmobiliaria
502,Recámara(s):,3
502,Baños:,2
502,Vendedor(a):,Inmobiliaria
503,Recámara(s):,3
503,Baños:,3
503,Vendedor(a):,Inmobiliaria
504,Recámara(s):,3
504,Baños:,2
504,Garage:,2
504,Terreno:,110m2
504,Vendedor(a):,Inmobiliaria
505,Recámara(s):,3
505,Baños:,2
505,Garage:,2
505,Terreno:,110m2
505,Vendedor(a):,Inmobiliaria
506,Recámara(s):,2
506,Baños:,2
506,Garage:,1
506,Terreno:,68m2
506,Vendedor(a):,Inmobiliaria
507,Recámara(s):,2
507,Baños:,2
507,Garage:,2
507,Terreno:,107m2
507,Vendedor(a):,Inmobiliaria
508,Recámara(s):,2
508,Baños:,2
508,Garage:,2
508,Terreno:,110m2
508,Vendedor(a):,Inmobiliaria
509,Recámara(s):,2
509,Baños:,2
509,Garage:,2
509,Vendedor(a):,Inmobiliaria
510,Estatus:,Preventa
510,Metros Cuadrados:,62-172m2
510,Recámara(s):,2
510,Baños:,2
510,Medio Baños:,—
510,Garage:,1
510,Año de Construccion:,—
510,Superficie Total:,—
510,Entrega:,—
511,Estatus:,Preventa
511,Metros Cuadrados:,64-127m2
511,Recámara(s):,1-3
511,Baños:,1-2
511,Medio Baños:,1
511,Garage:,1-2
511,Año de Construccion:,2022
511,Superficie Total:,—
511,Entrega:,enero 2023
512,Recámara(s):,2
512,Baños:,2
512,Garage:,1
512,Terreno:,70m2
512,Vendedor(a):,Inmobiliaria
513,Recámara(s):,2
513,Baños:,2
513,Garage:,2
513,Terreno:,115m2
513,Vendedor(a):,Inmobiliaria
514,Recámara(s):,2
514,Baños:,2
514,Garage:,1
514,Terreno:,85m2
514,Vendedor(a):,Inmobiliaria
515,Recámara(s):,2
515,Baños:,2
515,Garage:,2
515,Terreno:,110m2
515,Vendedor(a):,Inmobiliaria
516,Recámara(s):,3
516,Baños:,3
516,Vendedor(a):,Inmobiliaria
517,Recámara(s):,2
517,Baños:,2
517,Vendedor(a):,Inmobiliaria
518,Recámara(s):,2
518,Baños:,2
518,Vendedor(a):,Inmobiliaria
519,Recámara(s):,3
519,Baños:,2
519,Vendedor(a):,Inmobiliaria
520,Recámara(s):,1
520,Baños:,1
520,Vendedor(a):,Inmobiliaria
521,Recámara(s):,1
521,Baños:,1
521,Vendedor(a):,Inmobiliaria
522,Recámara(s):,1
522,Baños:,1
522,Vendedor(a):,Inmobiliaria
523,Recámara(s):,1
523,Baños:,1
523,Vendedor(a):,Inmobiliaria
524,Recámara(s):,1
524,Baños:,1
524,Vendedor(a):,Inmobiliaria
525,Recámara(s):,1
525,Baños:,1
525,Vendedor(a):,Inmobiliaria
526,Recámara(s):,1
526,Baños:,1
526,Vendedor(a):,Inmobiliaria
527,Recámara(s):,1
527,Baños:,1
527,Vendedor(a):,Inmobiliaria
528,Recámara(s):,1
528,Baños:,1
528,Vendedor(a):,Inmobiliaria
529,Recámara(s):,1
529,Baños:,1
529,Vendedor(a):,Inmobiliaria
530,Recámara(s):,3
530,Baños:,2
530,Vendedor(a):,Inmobiliaria
531,Recámara(s):,2
531,Baños:,2
531,Vendedor(a):,Inmobiliaria
532,Estatus:,Preventa
532,Metros Cuadrados:,62-172m2
532,Recámara(s):,2
532,Baños:,2
532,Medio Baños:,—
532,Garage:,1
532,Año de Construccion:,—
532,Superficie Total:,—
532,Entrega:,—
533,Estatus:,Preventa
533,Metros Cuadrados:,64-127m2
533,Recámara(s):,1-3
533,Baños:,1-2
533,Medio Baños:,1
533,Garage:,1-2
533,Año de Construccion:,2022
533,Superficie Total:,—
533,Entrega:,enero 2023
534,Recámara(s):,2
534,Baños:,2
534,Vendedor(a):,Inmobiliaria
535,Recámara(s):,2
535,Baños:,2
535,Vendedor(a):,Inmobiliaria
536,Recámara(s):,1
536,Baños:,1
536,Vendedor(a):,Inmobiliaria
537,Recámara(s):,3
537,Baños:,2
537,Vendedor(a):,Inmobiliaria
538,Recámara(s):,1
538,Baños:,1
538,Vendedor(a):,Inmobiliaria
539,Recámara(s):,3
539,Baños:,1
539,Vendedor(a):,Inmobiliaria
540,Recámara(s):,2
540,Baños:,1
540,Garage:,1
540,Vendedor(a):,Inmobiliaria
541,Recámara(s):,3
541,Baños:,2
541,Garage:,2
541,Terreno:,180m2
541,Vendedor(a):,Inmobiliaria
542,Recámara(s):,3
542,Baños:,2
542,Garage:,2
542,Terreno:,110m2
542,Vendedor(a):,Inmobiliaria
543,Recámara(s):,3
543,Baños:,2
543,Garage:,1
543,Terreno:,120m2
543,Vendedor(a):,Inmobiliaria
544,Recámara(s):,2
544,Baños:,2
544,Vendedor(a):,Inmobiliaria
545,Recámara(s):,2
545,Baños:,2
545,Garage:,1
545,Vendedor(a):,Inmobiliaria
546,Recámara(s):,2
546,Baños:,2
546,Garage:,1
546,Terreno:,99m2
546,Vendedor(a):,Inmobiliaria
547,Recámara(s):,2
547,Baños:,2
547,Garage:,1
547,Vendedor(a):,Inmobiliaria
548,Recámara(s):,3
548,Baños:,2
548,Garage:,2
548,Vendedor(a):,Inmobiliaria
549,Recámara(s):,3
549,Baños:,2
549,Garage:,2
549,Terreno:,180m2
549,Vendedor(a):,Inmobiliaria
550,Recámara(s):,3
550,Baños:,2
550,Garage:,2
550,Terreno:,110m2
550,Vendedor(a):,Inmobiliaria
551,Recámara(s):,3
551,Baños:,2
551,Medio Baños:,1
551,Garage:,2
551,Terreno:,176m2
551,Vendedor(a):,Inmobiliaria
552,Recámara(s):,3
552,Baños:,2
552,Garage:,1
552,Terreno:,100m2
552,Vendedor(a):,Inmobiliaria
553,Recámara(s):,2
553,Baños:,2
553,Garage:,1
553,Vendedor(a):,Inmobiliaria
554,Estatus:,Preventa
554,Metros Cuadrados:,62-172m2
554,Recámara(s):,2
554,Baños:,2
554,Medio Baños:,—
554,Garage:,1
554,Año de Construccion:,—
554,Superficie Total:,—
554,Entrega:,—
555,Estatus:,Preventa
555,Metros Cuadrados:,64-127m2
555,Recámara(s):,1-3
555,Baños:,1-2
555,Medio Baños:,1
555,Garage:,1-2
555,Año de Construccion:,2022
555,Superficie Total:,—
555,Entrega:,enero 2023
556,Recámara(s):,2
556,Baños:,2
556,Garage:,2
556,Vendedor(a):,Inmobiliaria
557,Recámara(s):,3
557,Baños:,3
557,Medio Baños:,1
557,Garage:,2
557,Vendedor(a):,Inmobiliaria
558,Recámara(s):,3
558,Baños:,3
558,Garage:,2
558,Vendedor(a):,Inmobiliaria
559,Recámara(s):,2
559,Baños:,2
559,Garage:,2
559,Terreno:,79m2
559,Vendedor(a):,Inmobiliaria
560,Recámara(s):,2
560,Baños:,2
560,Garage:,2
560,Vendedor(a):,Inmobiliaria
561,Recámara(s):,3
561,Baños:,2
561,Garage:,2
561,Vendedor(a):,Inmobiliaria
562,Recámara(s):,2
562,Baños:,2
562,Garage:,2
562,Vendedor(a):,Inmobiliaria
563,Recámara(s):,1
563,Baños:,1
563,Vendedor(a):,Inmobiliaria
564,Recámara(s):,2
564,Baños:,2
564,Vendedor(a):,Inmobiliaria
565,Recámara(s):,2
565,Baños:,2
565,Vendedor(a):,Inmobiliaria
566,Recámara(s):,2
566,Baños:,3
566,Medio Baños:,1
566,Garage:,2
566,Vendedor(a):,Inmobiliaria
567,Recámara(s):,3
567,Baños:,3
567,Medio Baños:,1
567,Garage:,2
567,Vendedor(a):,Inmobiliaria
568,Recámara(s):,2
568,Baños:,2
568,Medio Baños:,1
568,Garage:,2
568,Vendedor(a):,Inmobiliaria
569,Recámara(s):,2
569,Baños:,2
569,Garage:,2
569,Terreno:,105m2
569,Vendedor(a):,Inmobiliaria
570,Recámara(s):,2
570,Baños:,2
570,Vendedor(a):,Inmobiliaria
571,Recámara(s):,2
571,Baños:,2
571,Vendedor(a):,Inmobiliaria
572,Recámara(s):,3
572,Baños:,2
572,Vendedor(a):,Inmobiliaria
573,Recámara(s):,2
573,Baños:,2
573,Medio Baños:,1
573,Garage:,2
573,Vendedor(a):,Inmobiliaria
574,Recámara(s):,1
574,Baños:,1
574,Vendedor(a):,Inmobiliaria
575,Recámara(s):,2
575,Baños:,2
575,Medio Baños:,1
575,Garage:,2
575,Vendedor(a):,Inmobiliaria
576,Estatus:,Preventa
576,Metros Cuadrados:,62-172m2
576,Recámara(s):,2
576,Baños:,2
576,Medio Baños:,—
576,Garage:,1
576,Año de Construccion:,—
576,Superficie Total:,—
576,Entrega:,—
577,Estatus:,Preventa
577,Metros Cuadrados:,64-127m2
577,Recámara(s):,1-3
577,Baños:,1-2
577,Medio Baños:,1
577,Garage:,1-2
577,Año de Construccion:,2022
577,Superficie Total:,—
577,Entrega:,enero 2023
578,Recámara(s):,2
578,Baños:,2
578,Medio Baños:,1
578,Garage:,2
578,Vendedor(a):,Inmobiliaria
579,Recámara(s):,3
579,Baños:,2
579,Medio Baños:,1
579,Garage:,2
579,Terreno:,145m2
579,Vendedor(a):,Inmobiliaria
580,Recámara(s):,1
580,Baños:,1
580,Vendedor(a):,Inmobiliaria
581,Recámara(s):,2
581,Baños:,2
581,Garage:,2
581,Vendedor(a):,Inmobiliaria
582,Recámara(s):,2
582,Baños:,2
582,Garage:,2
582,Vendedor(a):,Inmobiliaria
583,Recámara(s):,2
583,Baños:,1
583,Garage:,1
583,Terreno:,65m2
584,Recámara(s):,3
584,Baños:,2
584,Terreno:,91m2
584,Vendedor(a):,Inmobiliaria
585,Recámara(s):,3
585,Baños:,2
585,Garage:,1
585,Terreno:,110m2
585,Vendedor(a):,Inmobiliaria
586,Recámara(s):,2
586,Baños:,2
586,Garage:,2
586,Vendedor(a):,Inmobiliaria
587,Recámara(s):,3
587,Baños:,2
587,Garage:,3
587,Vendedor(a):,Inmobiliaria
588,Recámara(s):,2
588,Baños:,2
588,Garage:,1
588,Terreno:,132m2
588,Vendedor(a):,Inmobiliaria
589,Recámara(s):,2
589,Baños:,2
589,Garage:,1
589,Vendedor(a):,Inmobiliaria
590,Recámara(s):,2
590,Baños:,2
590,Medio Baños:,1
590,Garage:,2
590,Vendedor(a):,Inmobiliaria
591,Recámara(s):,2
591,Baños:,2
591,Garage:,2
591,Vendedor(a):,Inmobiliaria
592,Recámara(s):,3
592,Baños:,3
592,Garage:,2
592,Vendedor(a):,Inmobiliaria
593,Recámara(s):,2
593,Baños:,2
593,Garage:,1
593,Terreno:,85m2
593,Vendedor(a):,Inmobiliaria
594,Recámara(s):,2
594,Baños:,1
594,Terreno:,52m2
594,Vendedor(a):,Inmobiliaria
595,Recámara(s):,1
595,Baños:,1
595,Terreno:,55m2
595,Vendedor(a):,Inmobiliaria
596,Recámara(s):,3
596,Baños:,3
596,Garage:,2
596,Terreno:,190m2
596,Vendedor(a):,Inmobiliaria
597,Recámara(s):,2
597,Baños:,2
597,Garage:,1
597,Vendedor(a):,Inmobiliaria
598,Estatus:,Preventa
598,Metros Cuadrados:,62-172m2
598,Recámara(s):,2
598,Baños:,2
598,Medio Baños:,—
598,Garage:,1
598,Año de Construccion:,—
598,Superficie Total:,—
598,Entrega:,—
599,Estatus:,Preventa
599,Metros Cuadrados:,64-127m2
599,Recámara(s):,1-3
599,Baños:,1-2
599,Medio Baños:,1
599,Garage:,1-2
599,Año de Construccion:,2022
599,Superficie Total:,—
599,Entrega:,enero 2023
600,Recámara(s):,2
600,Baños:,2
600,Vendedor(a):,Inmobiliaria
601,Recámara(s):,2
601,Baños:,2
601,Garage:,1
601,Vendedor(a):,Inmobiliaria
602,Recámara(s):,2
602,Baños:,2
602,Garage:,2
602,Vendedor(a):,Inmobiliaria
603,Recámara(s):,3
603,Baños:,3
603,Garage:,2
603,Terreno:,90m2
603,Vendedor(a):,Inmobiliaria
604,Recámara(s):,2
604,Baños:,2
604,Vendedor(a):,Inmobiliaria
605,Recámara(s):,2
605,Baños:,1
605,Garage:,1
605,Vendedor(a):,Inmobiliaria
606,Recámara(s):,2
606,Baños:,1
606,Garage:,1
606,Terreno:,92m2
606,Vendedor(a):,Inmobiliaria
607,Recámara(s):,2
607,Baños:,2
607,Terreno:,138m2
607,Vendedor(a):,Inmobiliaria
608,Recámara(s):,2
608,Baños:,2
608,Terreno:,69m2
608,Vendedor(a):,Inmobiliaria
609,Recámara(s):,3
609,Baños:,2
609,Medio Baños:,1
609,Terreno:,130m2
609,Vendedor(a):,Inmobiliaria
610,Recámara(s):,2
610,Baños:,2
610,Terreno:,85m2
610,Vendedor(a):,Inmobiliaria
611,Recámara(s):,2
611,Baños:,2
611,Terreno:,85m2
611,Vendedor(a):,Inmobiliaria
612,Recámara(s):,2
612,Baños:,2
612,Terreno:,85m2
612,Vendedor(a):,Inmobiliaria
613,Recámara(s):,1
613,Baños:,1
613,Terreno:,44m2
613,Vendedor(a):,Inmobiliaria
614,Recámara(s):,1
614,Baños:,1
614,Terreno:,46m2
614,Vendedor(a):,Inmobiliaria
615,Recámara(s):,2
615,Baños:,2
615,Garage:,1
615,Terreno:,95m2
615,Vendedor(a):,Inmobiliaria
616,Recámara(s):,2
616,Baños:,1
616,Medio Baños:,1
616,Garage:,1
616,Terreno:,80m2
616,Vendedor(a):,Inmobiliaria
617,Recámara(s):,1
617,Baños:,1
617,Garage:,1
617,Terreno:,34m2
617,Vendedor(a):,Inmobiliaria
618,Recámara(s):,2
618,Baños:,2
618,Vendedor(a):,Inmobiliaria
619,Recámara(s):,2
619,Baños:,2
619,Vendedor(a):,Inmobiliaria
620,Estatus:,Preventa
620,Metros Cuadrados:,62-172m2
620,Recámara(s):,2
620,Baños:,2
620,Medio Baños:,—
620,Garage:,1
620,Año de Construccion:,—
620,Superficie Total:,—
620,Entrega:,—
621,Estatus:,Preventa
621,Metros Cuadrados:,64-127m2
621,Recámara(s):,1-3
621,Baños:,1-2
621,Medio Baños:,1
621,Garage:,1-2
621,Año de Construccion:,2022
621,Superficie Total:,—
621,Entrega:,enero 2023
622,Recámara(s):,2
622,Baños:,2
622,Vendedor(a):,Inmobiliaria
623,Recámara(s):,1
623,Baños:,1
623,Vendedor(a):,Inmobiliaria
624,Recámara(s):,3
624,Baños:,1
624,Vendedor(a):,Inmobiliaria
625,Recámara(s):,3
625,Baños:,3
625,Medio Baños:,1
625,Garage:,2
625,Vendedor(a):,Inmobiliaria
626,Recámara(s):,2
626,Baños:,2
626,Garage:,2
626,Vendedor(a):,Inmobiliaria
627,Recámara(s):,2
627,Baños:,2
627,Medio Baños:,1
627,Garage:,2
627,Vendedor(a):,Inmobiliaria
628,Recámara(s):,1
628,Garage:,2
628,Vendedor(a):,Inmobiliaria
629,Recámara(s):,3
629,Baños:,3
629,Medio Baños:,1
629,Garage:,2
629,Vendedor(a):,Inmobiliaria
630,Recámara(s):,3
630,Baños:,2
630,Garage:,1
630,Terreno:,90m2
630,Vendedor(a):,Inmobiliaria
631,Recámara(s):,2
631,Baños:,1
631,Medio Baños:,1
631,Garage:,1
631,Terreno:,85m2
631,Vendedor(a):,Inmobiliaria
632,Recámara(s):,3
632,Baños:,1
632,Medio Baños:,1
632,Garage:,1
632,Terreno:,85m2
632,Vendedor(a):,Inmobiliaria
633,Recámara(s):,3
633,Baños:,3
633,Garage:,2
633,Vendedor(a):,Inmobiliaria
635,Recámara(s):,1
635,Baños:,1
635,Garage:,1
635,Vendedor(a):,Inmobiliaria
636,Recámara(s):,2
636,Baños:,3
636,Garage:,2
636,Vendedor(a):,Inmobiliaria
637,Recámara(s):,2
637,Baños:,2
637,Garage:,2
637,Vendedor(a):,Inmobiliaria
638,Recámara(s):,3
638,Baños:,3
638,Medio Baños:,1
638,Garage:,2
638,Vendedor(a):,Inmobiliaria
639,Recámara(s):,1
639,Baños:,1
639,Vendedor(a):,Inmobiliaria
640,Recámara(s):,6+
640,Vendedor(a):,Inmobiliaria
641,Recámara(s):,3
641,Baños:,3
641,Medio Baños:,1
641,Garage:,2
641,Vendedor(a):,Inmobiliaria
642,Estatus:,Preventa
642,Metros Cuadrados:,62-172m2
642,Recámara(s):,2
642,Baños:,2
642,Medio Baños:,—
642,Garage:,1
642,Año de Construccion:,—
642,Superficie Total:,—
642,Entrega:,—
643,Estatus:,Preventa
643,Metros Cuadrados:,64-127m2
643,Recámara(s):,1-3
643,Baños:,1-2
643,Medio Baños:,1
643,Garage:,1-2
643,Año de Construccion:,2022
643,Superficie Total:,—
643,Entrega:,enero 2023
644,Recámara(s):,2
644,Baños:,2
644,Medio Baños:,1
644,Garage:,2
644,Vendedor(a):,Inmobiliaria
645,Recámara(s):,2
645,Baños:,2
645,Garage:,1
645,Vendedor(a):,Inmobiliaria
646,Recámara(s):,2
646,Baños:,2
646,Medio Baños:,2
646,Garage:,2
646,Vendedor(a):,Inmobiliaria
647,Recámara(s):,2
647,Baños:,2
647,Garage:,2
647,Vendedor(a):,Inmobiliaria
648,Recámara(s):,3
648,Baños:,2
648,Garage:,2
648,Vendedor(a):,Inmobiliaria
649,Recámara(s):,3
649,Baños:,3
649,Garage:,1
649,Vendedor(a):,Inmobiliaria
650,Recámara(s):,3
650,Baños:,3
650,Garage:,2
650,Vendedor(a):,Inmobiliaria
651,Recámara(s):,1
651,Baños:,1
651,Vendedor(a):,Inmobiliaria
652,Recámara(s):,2
652,Baños:,2
652,Garage:,2
652,Terreno:,113m2
652,Vendedor(a):,Inmobiliaria
653,Recámara(s):,3
653,Baños:,2
653,Terreno:,220m2
653,Vendedor(a):,Inmobiliaria
654,Recámara(s):,3
654,Baños:,3
654,Garage:,2
654,Vendedor(a):,Inmobiliaria
655,Recámara(s):,3
655,Baños:,2
655,Garage:,1
655,Vendedor(a):,Inmobiliaria
656,Recámara(s):,2
656,Baños:,2
656,Medio Baños:,2
656,Garage:,2
656,Vendedor(a):,Inmobiliaria
657,Recámara(s):,2
657,Baños:,2
657,Medio Baños:,2
657,Garage:,2
657,Vendedor(a):,Inmobiliaria
658,Recámara(s):,1
658,Baños:,1
658,Garage:,1
658,Vendedor(a):,Inmobiliaria
659,Recámara(s):,3
659,Baños:,3
659,Garage:,2
659,Vendedor(a):,Inmobiliaria
660,Recámara(s):,1
660,Baños:,1
660,Garage:,1
660,Vendedor(a):,Inmobiliaria
661,Recámara(s):,2
661,Baños:,2
661,Garage:,1
661,Vendedor(a):,Inmobiliaria
662,Recámara(s):,2
662,Baños:,2
662,Garage:,1
662,Vendedor(a):,Inmobiliaria
663,Recámara(s):,1
663,Baños:,1
663,Garage:,1
663,Vendedor(a):,Inmobiliaria
664,Estatus:,Preventa
664,Metros Cuadrados:,62-172m2
664,Recámara(s):,2
664,Baños:,2
664,Medio Baños:,—
664,Garage:,1
664,Año de Construccion:,—
664,Superficie Total:,—
664,Entrega:,—
665,Estatus:,Preventa
665,Metros Cuadrados:,64-127m2
665,Recámara(s):,1-3
665,Baños:,1-2
665,Medio Baños:,1
665,Garage:,1-2
665,Año de Construccion:,2022
665,Superficie Total:,—
665,Entrega:,enero 2023
666,Recámara(s):,2
666,Baños:,2
666,Garage:,1
666,Terreno:,118m2
666,Vendedor(a):,Inmobiliaria
667,Recámara(s):,2
667,Baños:,1
667,Medio Baños:,1
667,Terreno:,145m2
667,Vendedor(a):,Inmobiliaria
668,Recámara(s):,1
668,Baños:,1
668,Vendedor(a):,Inmobiliaria
669,Recámara(s):,3
669,Baños:,3
669,Vendedor(a):,Inmobiliaria
670,Recámara(s):,3
670,Baños:,1
670,Vendedor(a):,Inmobiliaria
671,Recámara(s):,1
671,Baños:,1
671,Garage:,1
671,Terreno:,63m2
671,Vendedor(a):,Inmobiliaria
672,Recámara(s):,1
672,Baños:,1
672,Vendedor(a):,Inmobiliaria
673,Recámara(s):,3
673,Baños:,3
673,Garage:,2
673,Vendedor(a):,Inmobiliaria
674,Recámara(s):,3
674,Baños:,3
674,Garage:,1
674,Vendedor(a):,Inmobiliaria
675,Recámara(s):,3
675,Garage:,2
675,Terreno:,148m2
675,Vendedor(a):,Inmobiliaria
676,Recámara(s):,2
676,Baños:,1
676,Medio Baños:,1
676,Garage:,1
676,Terreno:,65m2
676,Vendedor(a):,Inmobiliaria
677,Recámara(s):,2
677,Baños:,1
677,Garage:,1
677,Vendedor(a):,Inmobiliaria
678,Recámara(s):,2
678,Baños:,1
678,Garage:,1
678,Terreno:,66m2
678,Vendedor(a):,Inmobiliaria
679,Recámara(s):,2
679,Baños:,1
679,Medio Baños:,1
679,Garage:,1
679,Terreno:,111m2
679,Vendedor(a):,Inmobiliaria
680,Recámara(s):,2
680,Baños:,1
680,Garage:,1
680,Terreno:,60m2
680,Vendedor(a):,Inmobiliaria
681,Recámara(s):,1
681,Baños:,1
681,Garage:,1
681,Terreno:,39m2
681,Vendedor(a):,Inmobiliaria
682,Recámara(s):,1
682,Baños:,1
682,Garage:,1
682,Terreno:,51m2
682,Vendedor(a):,Inmobiliaria
683,Recámara(s):,1
683,Baños:,1
683,Garage:,1
683,Terreno:,41m2
683,Vendedor(a):,Inmobiliaria
684,Recámara(s):,1
684,Baños:,1
684,Garage:,1
684,Terreno:,48m2
684,Vendedor(a):,Inmobiliaria
685,Recámara(s):,2
685,Baños:,2
685,Garage:,1
685,Terreno:,126m2
685,Vendedor(a):,Inmobiliaria
686,Estatus:,Preventa
686,Metros Cuadrados:,62-172m2
686,Recámara(s):,2
686,Baños:,2
686,Medio Baños:,—
686,Garage:,1
686,Año de Construccion:,—
686,Superficie Total:,—
686,Entrega:,—
687,Estatus:,Preventa
687,Metros Cuadrados:,64-127m2
687,Recámara(s):,1-3
687,Baños:,1-2
687,Medio Baños:,1
687,Garage:,1-2
687,Año de Construccion:,2022
687,Superficie Total:,—
687,Entrega:,enero 2023
688,Recámara(s):,1
688,Baños:,1
688,Garage:,1
688,Terreno:,42m2
688,Vendedor(a):,Inmobiliaria
689,Recámara(s):,2
689,Baños:,2
689,Medio Baños:,1
689,Garage:,2
689,Terreno:,267m2
689,Vendedor(a):,Inmobiliaria
690,Recámara(s):,3
690,Baños:,2
690,Terreno:,85m2
690,Vendedor(a):,Inmobiliaria
691,Recámara(s):,2
691,Baños:,2
691,Vendedor(a):,Inmobiliaria
692,Recámara(s):,3
692,Baños:,4+
692,Vendedor(a):,Inmobiliaria
693,Recámara(s):,3
693,Baños:,4+
693,Vendedor(a):,Inmobiliaria
694,Recámara(s):,3
694,Baños:,4+
694,Terreno:,147m2
694,Vendedor(a):,Inmobiliaria
695,Recámara(s):,3
695,Baños:,4+
695,Vendedor(a):,Inmobiliaria
696,Recámara(s):,2
696,Baños:,1
696,Garage:,1
