main_name|subtitle|link|location|price|attributes|id|address|lat|lon|since
Oficina En Renta En Cuauhtémoc, Roma Norte. E.c |Oficina en renta|https://inmueble.metroscubicos.com/MLM-1328758120-oficina-en-renta-en-cuauhtemoc-roma-norte-ec-_JM#position=45&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170|Roma Norte, Cuauhtémoc, Distrito Federal|61603 pesos|200 m² construidos|1053||19.39068|-99.2836995|Publicado hace 3 meses
Oficina En Renta Roma Norte, Avenida Alvaro Obregon. Mls #21-1890 Rk|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1320479083-oficina-en-renta-roma-norte-avenida-alvaro-obregon-mls-21-1890-rk-_JM#position=46&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170|Roma Norte, Cuauhtémoc, Distrito Federal|61600 pesos|200 m² construidos|1054||19.39068|-99.2836995|Publicado hace 4 meses
Oficina En Renta Roma Norte, Avenida Alvaro Obregon. Mls #21-1893 Rk|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1320523909-oficina-en-renta-roma-norte-avenida-alvaro-obregon-mls-21-1893-rk-_JM#position=47&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170|Roma Norte, Cuauhtémoc, Distrito Federal|105000 pesos|340 m² construidos|1055||19.39068|-99.2836995|Publicado hace 4 meses
Oficina En Renta En Piso 6, Roma Norte, Cuauhtémoc|Oficina en renta|https://inmueble.metroscubicos.com/MLM-924745684-oficina-en-renta-en-piso-6-roma-norte-cuauhtemoc-_JM#position=48&search_layout=grid&type=item&tracking_id=6b4b69ae-9d04-42a4-8d0d-443fb6f89170|Roma Norte, Cuauhtémoc, Distrito Federal|53630 pesos|173 m² construidos|1056||19.39068|-99.2836995|Publicado hace 8 meses
Oficina Acondicionada  De 347 M2 En Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-949430716-oficina-acondicionada-de-347-m2-en-roma-norte-_JM#position=1&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Guaymas, Roma Norte, Cuauhtémoc, Distrito Federal|199781 pesos|347 m² construidos|1057|Guaymas|19.39068|-99.2836995|Publicado hace 9 meses
Oficina Comercial En Renta Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1369328882-oficina-comercial-en-renta-roma-norte-_JM#position=2&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|23000 pesos|485 m² construidos|1058|Snsn|19.39068|-99.2836995|Publicado hace 21 días
Departamento En  Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1362459575-departamento-en-roma-norte-_JM#position=3&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|6500000 pesos|85 m² construidos,2 recs.|1059||19.39068|-99.2836995|Publicado hace 41 días
Departamento En Venta Roma Norte, Calle Zacatecas 21-2447.  Nc|Departamento en venta|https://departamento.metroscubicos.com/MLM-1341629935-departamento-en-venta-roma-norte-calle-zacatecas-21-2447-nc-_JM#position=4&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|12900005 pesos|284 m² construidos,3 recs.|1060||19.39068|-99.2836995|Publicado hace 2 meses
Edificio En Roma Norte, Cuauhtémoc|Edificio en renta|https://inmueble.metroscubicos.com/MLM-1330112354-edificio-en-roma-norte-cuauhtemoc-_JM#position=5&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Colima, Roma Norte, Cuauhtémoc, Distrito Federal|350 pesos|1,146 m² construidos|1061|Colima|19.39068|-99.2836995|Publicado hace 3 meses
Veracruz, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-962538900-veracruz-roma-norte-_JM#position=6&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal|5420077 pesos|58 m² construidos,1 rec.|1062|Veracruz|19.39068|-99.2836995|Publicado hace 5 meses
Oficinas En Renta Para Estrenar En Yama Centro/insurgentes/reforma|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1375809919-oficinas-en-renta-para-estrenar-en-yama-centroinsurgentesreforma-_JM#position=7&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Avenida Insurgentes Sur, Roma Norte, Cuauhtémoc, Distrito Federal|22500 pesos|71 m² construidos|1063|Avenida Insurgentes Sur|19.39068|-99.2836995|Publicado hace 7 días
Departamento En Venta En Roma Norte 214976nc|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320498469-departamento-en-venta-en-roma-norte-214976nc-_JM#position=8&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|4495000 pesos|86 m² construidos,3 recs.|1064||19.39068|-99.2836995|Publicado hace 4 meses
Go Liquidacion Dpto Aguascalientes Roma Nte Cdmx Solo Efecti|Departamento en venta|https://departamento.metroscubicos.com/MLM-1346280897-go-liquidacion-dpto-aguascalientes-roma-nte-cdmx-solo-efecti-_JM#position=9&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Aguascalientes   163, Roma Norte, Cuauhtémoc, Distrito Federal|3821000 pesos|65 m² construidos,2 recs.|1065|Aguascalientes   163|19.39068|-99.2836995|Publicado hace 2 meses
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1339257496-departamento-en-venta-roma-norte-_JM#position=10&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal|3425000 pesos|42 m² construidos,1 rec.|1066|Valladolid0|19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En La Roma|Departamento en venta|https://departamento.metroscubicos.com/MLM-1325923009-departamento-en-venta-en-la-roma-_JM#position=11&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal|4495000 pesos|86 m² construidos,3 recs.|1067|Cordoba|19.39068|-99.2836995|Publicado hace 4 meses
Departamento En Venta En Roma Norte Zacatecas 211889ru|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320498618-departamento-en-venta-en-roma-norte-zacatecas-211889ru-_JM#position=12&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|4250000 pesos|67 m² construidos,1 rec.|1068||19.39068|-99.2836995|Publicado hace 4 meses
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1304663924-departamento-en-venta-roma-norte-_JM#position=13&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal|4495000 pesos|86 m² construidos,3 recs.|1069|Cordoba|19.39068|-99.2836995|Publicado hace 5 meses
Oficina Amueblada  De 116 M2 En Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-949429142-oficina-amueblada-de-116-m2-en-roma-norte-_JM#position=14&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal|46281 pesos|116 m² construidos|1070|San Luis Potosi|19.39068|-99.2836995|Publicado hace 9 meses
Departamento En Venta En San Luis Potosí 78, Roma Norte. Six1|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365790316-departamento-en-venta-en-san-luis-potosi-78-roma-norte-six1-_JM#position=15&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|San Luis Potosí 78, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|6500000 pesos|114 m² construidos,3 recs.|1071|San Luis Potosí 78, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 32 días
10860 Córdoba, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1338168086-10860-cordoba-roma-norte-_JM#position=16&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal|6500000 pesos|128 m² construidos,2 recs.|1072|Córdoba|19.39068|-99.2836995|
Departamento En Renta En Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1330073509-departamento-en-renta-en-roma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Tlaxcala 178, Roma Norte, Cuauhtémoc, Distrito Federal|19000 pesos|90 m² construidos,2 recs.|1073|Tlaxcala 178|19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Roma Norte 22940al|Bodega en venta|https://inmueble.metroscubicos.com/MLM-1322824415-departamento-en-venta-en-roma-norte-22940al-_JM#position=18&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|4296668 pesos|60 m² construidos|1074||19.39068|-99.2836995|Publicado hace 4 meses
Local Comercial En Renta, Cuauhtémoc, Ciudad De México|Local comercial en renta|https://inmueble.metroscubicos.com/MLM-1370918456-local-comercial-en-renta-cuauhtemoc-ciudad-de-mexico-_JM#position=19&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Colima, Roma Norte, Cuauhtémoc, Distrito Federal|68451 pesos|118 m² construidos|1075|Colima|19.39068|-99.2836995|Publicado hace 18 días
Departamento Cercano Al Ángel De La Independencia |Departamento en venta|https://departamento.metroscubicos.com/MLM-1365915550-departamento-cercano-al-angel-de-la-independencia-_JM#position=20&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|San Luis Potosí 78, Roma Nte., 06700 Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|6500000 pesos|114 m² construidos,2 recs.|1076|San Luis Potosí 78, Roma Nte., 06700 Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 32 días
Departamento En Venta En Calle Zacatecas,roma Norte. Ru 22-1619|Departamento en venta|https://departamento.metroscubicos.com/MLM-1349826976-departamento-en-venta-en-calle-zacatecasroma-norte-ru-22-1619-_JM#position=21&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|3725004 pesos|57 m² construidos,1 rec.|1077||19.39068|-99.2836995|Publicado hace 2 meses
Departamento En Venta En Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1339493768-departamento-en-venta-en-roma-norte-_JM#position=22&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Zacatecas 67, Roma Norte, Cuauhtémoc, Distrito Federal|4495000 pesos|90 m² construidos,3 recs.|1078|Zacatecas 67|19.39068|-99.2836995|Publicado hace 3 meses
Bellísimo Departamento En San Luis De Potosi Venta Mls 22-933|Departamento en venta|https://departamento.metroscubicos.com/MLM-1337012836-bellisimo-departamento-en-san-luis-de-potosi-venta-mls-22-933-_JM#position=23&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|5006951 pesos|76 m² construidos,1 rec.|1079||19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Roma Norte 22948rt|Departamento en venta|https://departamento.metroscubicos.com/MLM-1331269258-departamento-en-venta-en-roma-norte-22948rt-_JM#position=24&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|3395000 pesos|60 m² construidos,1 rec.|1080||19.39068|-99.2836995|Publicado hace 3 meses
Departamento Con Una Oportunidad De Inversion|Departamento en venta|https://departamento.metroscubicos.com/MLM-1324435159-departamento-con-una-oportunidad-de-inversion-_JM#position=25&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Av Chapultepec  246, Roma Norte, Cuauhtémoc, Distrito Federal|2038000 pesos|85 m² construidos,2 recs.|1081|Av Chapultepec  246|19.39068|-99.2836995|Publicado hace 8 meses
Increíble Departamento En Renta|Departamento en renta|https://departamento.metroscubicos.com/MLM-1343491484-increible-departamento-en-renta-_JM#position=26&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Oaxaca, Roma Norte, Cuauhtémoc, Distrito Federal|21000 pesos|100 m² construidos,2 recs.|1082|Oaxaca|19.39068|-99.2836995|Publicado hace 6 meses
Oficina En Renta Calle Jalapa, Buena Ubicación!|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1358554292-oficina-en-renta-calle-jalapa-buena-ubicacion-_JM#position=27&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|24000 pesos|90 m² construidos|1083||19.39068|-99.2836995|Publicado hace 54 días
Departamento En Venta En Calle San Luis Potosí, Roma Norte. Ru 22-936 |Departamento en venta|https://departamento.metroscubicos.com/MLM-1353209327-departamento-en-venta-en-calle-san-luis-potosi-roma-norte-ru-22-936-_JM#position=28&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|11248824 pesos|171 m² construidos,3 recs.|1084||19.39068|-99.2836995|Publicado hace 2 meses
Departamento En Venta En Cuauhtémoc,roma Norte. Ru 22-936   22-936|Departamento en venta|https://departamento.metroscubicos.com/MLM-1339301882-departamento-en-venta-en-cuauhtemocroma-norte-ru-22-936-22-936-_JM#position=29&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|11248824 pesos|171 m² construidos,3 recs.|1085||19.39068|-99.2836995|Publicado hace 3 meses
35127|Departamento en venta|https://departamento.metroscubicos.com/MLM-1339170268-35127-_JM#position=30&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal|7676040 pesos|108 m² construidos,3 recs.|1086|Queretaro|19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Roma Norte Zacatecas 211906ig|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320591686-departamento-en-venta-en-roma-norte-zacatecas-211906ig-_JM#position=31&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|3780000 pesos|57 m² construidos,1 rec.|1087||19.39068|-99.2836995|Publicado hace 4 meses
Departamento En Venta En Roma Norte 214981al|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320492409-departamento-en-venta-en-roma-norte-214981al-_JM#position=32&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|3595000 pesos|60 m² construidos,1 rec.|1088||19.39068|-99.2836995|Publicado hace 4 meses
Departamento En Venta Con Terraza En La Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-940115572-departamento-en-venta-con-terraza-en-la-roma-norte-_JM#position=33&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal|4595000 pesos|93 m² construidos,2 recs.|1089|Av Chapultepec|19.39068|-99.2836995|Publicado hace 7 meses
Bello Departamento Remodelado|Departamento en venta|https://departamento.metroscubicos.com/MLM-1330099413-bello-departamento-remodelado-_JM#position=34&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Guanajuato 143, Roma Norte, Cuauhtémoc, Distrito Federal|5300000 pesos|180 m² construidos,3 recs.|1090|Guanajuato 143|19.39068|-99.2836995|Publicado hace 3 meses
Para Remodelar, A Unas Cuadras De Fuente De Las Cibeles Y Glorieta Insurgentes|Departamento en venta|https://departamento.metroscubicos.com/MLM-962968482-para-remodelar-a-unas-cuadras-de-fuente-de-las-cibeles-y-glorieta-insurgentes-_JM#position=35&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Valladolid 40, Roma Norte, Cuauhtémoc, Distrito Federal|3200000 pesos|67 m² construidos,2 recs.|1091|Valladolid 40|19.39068|-99.2836995|Publicado hace 6 meses
Casa Colonia Roma, Jjp|Casa en venta|https://casa.metroscubicos.com/MLM-1370750645-casa-colonia-roma-jjp-_JM#position=36&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Calle De Chiapas, Roma Norte, Ciudad De México, Cdmx, 1 - 300, Roma Norte, Cuauhtémoc, Distrito Federal|1007000 pesos|278 m² construidos,2 recs.|1092|Calle De Chiapas, Roma Norte, Ciudad De México, Cdmx, 1 - 300|19.39068|-99.2836995|Publicado hace 18 días
Departamento En Renta, Roma Norte, Ciudad De México|Departamento en renta|https://departamento.metroscubicos.com/MLM-1369911385-departamento-en-renta-roma-norte-ciudad-de-mexico-_JM#position=37&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Av Chapultepec 512, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|20000 pesos|72 m² construidos,2 recs.|1093|Av Chapultepec 512, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 20 días
Oficina En Roma Norte, Cuauhtémoc|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1330105857-oficina-en-roma-norte-cuauhtemoc-_JM#position=38&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Mérida, Roma Norte, Cuauhtémoc, Distrito Federal|40000 pesos|320 m² construidos|1094|Mérida|19.39068|-99.2836995|Publicado hace 3 meses
Departamento En La Colonia Roma En Venta|Departamento en venta|https://departamento.metroscubicos.com/MLM-1343484806-departamento-en-la-colonia-roma-en-venta-_JM#position=39&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal|5752000 pesos|97 m² construidos,2 recs.|1095|Coahuila|19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Cuauhtémoc,roma Norte. Ru 22-936 |Departamento en venta|https://departamento.metroscubicos.com/MLM-1360980062-departamento-en-venta-en-cuauhtemocroma-norte-ru-22-936-_JM#position=40&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|11248824 pesos|171 m² construidos,3 recs.|1096||19.39068|-99.2836995|Publicado hace 46 días
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1306654443-departamento-en-venta-roma-norte-_JM#position=41&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal|14040000 pesos|270 m² construidos,3 recs.|1097|Zacatecas|19.39068|-99.2836995|Publicado hace 5 meses
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365840689-departamento-en-venta-roma-norte-_JM#position=42&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|6306550 pesos|93 m² construidos,2 recs.|1098|Snsn|19.39068|-99.2836995|Publicado hace 32 días
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365820985-departamento-en-venta-roma-norte-_JM#position=43&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|5999560 pesos|86 m² construidos,2 recs.|1099|Snsn|19.39068|-99.2836995|Publicado hace 32 días
Renta - Oficina - Ávaro Obregón - 83 M2 - Piso 1|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1354670112-renta-oficina-avaro-obregon-83-m2-piso-1-_JM#position=44&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Álvaro Obregón, Roma Norte, Cuauhtémoc, Distrito Federal|23240 pesos|83 m² construidos|1100|Álvaro Obregón|19.39068|-99.2836995|
Departamento En Venta Cuauhtémoc, Roma Norte Gis. 22-2102|Departamento en venta|https://departamento.metroscubicos.com/MLM-1354398891-departamento-en-venta-cuauhtemoc-roma-norte-gis-22-2102-_JM#position=45&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|10800000 pesos|151 m² construidos,3 recs.|1101||19.39068|-99.2836995|Publicado hace 2 meses
Departamento En Venta En  Cuauhtémoc,roma Norte Gis. 21-4976|Departamento en venta|https://departamento.metroscubicos.com/MLM-1340627407-departamento-en-venta-en-cuauhtemocroma-norte-gis-21-4976-_JM#position=46&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|4495000 pesos|86 m² construidos,3 recs.|1102||19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Cuauhtémoc,roma Norte Gis. 21-1901|Departamento en venta|https://departamento.metroscubicos.com/MLM-1340270678-departamento-en-venta-en-cuauhtemocroma-norte-gis-21-1901-_JM#position=47&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|3725000 pesos|57 m² construidos,1 rec.|1103||19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Cuauhtémoc, Roma Norte 21-1895. Nc|Departamento en venta|https://departamento.metroscubicos.com/MLM-1339859284-departamento-en-venta-en-cuauhtemoc-roma-norte-21-1895-nc-_JM#position=48&search_layout=grid&type=item&tracking_id=d2c6dae1-206a-451f-b88c-af5f5d8be3f4|Roma Norte, Cuauhtémoc, Distrito Federal|3640005 pesos|57 m² construidos,1 rec.|1104||19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Cuauhtémoc, Roma Norte 21-1895. Nc|Departamento en venta|https://departamento.metroscubicos.com/MLM-1339859284-departamento-en-venta-en-cuauhtemoc-roma-norte-21-1895-nc-_JM#position=1&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Roma Norte, Cuauhtémoc, Distrito Federal|3640005 pesos|57 m² construidos,1 rec.|1105||19.39068|-99.2836995|Publicado hace 3 meses
Preventa Exclusivo Departamento Con Terraza En La Roma. 22-944|Departamento en venta|https://departamento.metroscubicos.com/MLM-1323703273-preventa-exclusivo-departamento-con-terraza-en-la-roma-22-944-_JM#position=2&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Roma Norte, Cuauhtémoc, Distrito Federal|7962400 pesos|110 m² construidos,2 recs.|1106||19.39068|-99.2836995|Publicado hace 4 meses
Preventa Exclusivo Departamento En El Corazón De La Roma. 22-933|Departamento en venta|https://departamento.metroscubicos.com/MLM-1323196150-preventa-exclusivo-departamento-en-el-corazon-de-la-roma-22-933-_JM#position=3&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Roma Norte, Cuauhtémoc, Distrito Federal|5006951 pesos|76 m² construidos,1 rec.|1107||19.39068|-99.2836995|Publicado hace 4 meses
Departamento En Venta En Cuauhtemoc Roma Norte Oaxaca 212071rt|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320585273-departamento-en-venta-en-cuauhtemoc-roma-norte-oaxaca-212071rt-_JM#position=4&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Roma Norte, Cuauhtémoc, Distrito Federal|5717000 pesos|81 m² construidos,2 recs.|1108||19.39068|-99.2836995|Publicado hace 4 meses
Departamento En Venta En Cuauhtemoc Roma Norte 211905ig|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320616543-departamento-en-venta-en-cuauhtemoc-roma-norte-211905ig-_JM#position=5&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Roma Norte, Cuauhtémoc, Distrito Federal|4390000 pesos|71 m² construidos,2 recs.|1109||19.39068|-99.2836995|Publicado hace 4 meses
Departamento En Venta En Frontera Roma Norte 214981ru|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320536738-departamento-en-venta-en-frontera-roma-norte-214981ru-_JM#position=6&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Roma Norte, Cuauhtémoc, Distrito Federal|3595000 pesos|60 m² construidos,1 rec.|1110||19.39068|-99.2836995|Publicado hace 4 meses
Bp Departamento En Venta En Col Roma Norte |Departamento en venta|https://departamento.metroscubicos.com/MLM-1349386891-bp-departamento-en-venta-en-col-roma-norte-_JM#position=7&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Calle Querétaro 80, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|855000 pesos|99 m² construidos,3 recs.|1111|Calle Querétaro 80, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 2 meses
Roma Norte Local  Renta Cuauhtemoc Cmdx|Local comercial en renta|https://inmueble.metroscubicos.com/MLM-1349251441-roma-norte-local-renta-cuauhtemoc-cmdx-_JM#position=8&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Monterrey, Roma Norte, Cuauhtémoc, Distrito Federal|85000 pesos|322 m² construidos|1112|Monterrey|19.39068|-99.2836995|Publicado hace 2 meses
Se Renta Oficina Equipada, Calle Merida, Colonia Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-856171980-se-renta-oficina-equipada-calle-merida-colonia-roma-norte-_JM#position=9&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Mérida, Roma Norte, Cuauhtémoc, Distrito Federal|40000 pesos|320 m² construidos|1113|Mérida|19.39068|-99.2836995|Publicado hace 1 año
Departamento En Renta Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1372485925-departamento-en-renta-roma-norte-_JM#position=10&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Querétaros/n, Roma Norte, Cuauhtémoc, Distrito Federal|18900 pesos|74 m² construidos,2 recs.|1114|Querétaros/n|19.39068|-99.2836995|Publicado hace 14 días
Penthouse 3 Habs. En Venta En La Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1369808151-penthouse-3-habs-en-venta-en-la-roma-norte-_JM#position=11&search_layout=grid&type=item&tracking_id=b802f0be-7271-48c5-9fbe-06403a1394c8|Roma Norte, Cuauhtémoc, Distrito Federal|17864000 pesos|308 m² construidos,3 recs.|1115||19.39068|-99.2836995|Publicado hace 20 días
