main_name,subtitle,link,location,id,price_mod,price_currency,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final
Roma Norte Modernos Departamentos,Departamento en venta,https://departamento.metroscubicos.com/MLM-1376944084-roma-norte-modernos-departamentos-_JM#position=31&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",175,12146070.0,pesos,depto,venta,,19.4182766,-99.166438,2,2,2,98.0,98.0,0.0,12146070.0
"Departamento En Venta En Avenida Chapultepec,roma Norte. Ru 22-3109",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379533596-departamento-en-venta-en-avenida-chapultepecroma-norte-ru-22-3109-_JM#position=32&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",176,6650004.0,pesos,depto,venta,1,,,2,1,2,123.0,123.0,-1.0,6650004.0
"Departamento En Venta En Avenida Chapultepec,roma Norte. Ru 22-3111 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379504574-departamento-en-venta-en-avenida-chapultepecroma-norte-ru-22-3111-_JM#position=33&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",177,4430004.0,pesos,depto,venta,1,,,2,1,1,61.0,61.0,-1.0,4430004.0
"Departamento En Venta En Avenida Chapultepec,roma Norte. Ru 22-3107 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379479567-departamento-en-venta-en-avenida-chapultepecroma-norte-ru-22-3107-_JM#position=34&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",178,4913504.0,pesos,depto,venta,1,,,2,1,2,86.0,86.0,-1.0,4913504.0
Departamento En Venta En Roma Norte Durango 22169ru,Departamento en venta,https://departamento.metroscubicos.com/MLM-1379498173-departamento-en-venta-en-roma-norte-durango-22169ru-_JM#position=35&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",179,8400000.0,pesos,depto,venta,1,,,3,1,2,122.0,122.0,0.0,8400000.0
Departamento En Renta Colonia Roma Norte En Guanajuato,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377544743-departamento-en-renta-colonia-roma-norte-en-guanajuato-_JM#position=36&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",180,10000.0,pesos,depto,renta,4,19.4195256,-99.162549,1,,1,70.0,70.0,30.0,10000.0
"14758 Zacatecas, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376638310-14758-zacatecas-roma-norte-_JM#position=38&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",182,10513880.0,pesos,depto,venta,,19.415555,-99.161592,2,2,3,202.0,202.0,0.0,10513880.0
"14148 Tonalá, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376599220-14148-tonala-roma-norte-_JM#position=39&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",183,6795000.0,pesos,depto,venta,,19.413048,-99.161507,1,1,1,116.0,116.0,0.0,6795000.0
Venta Departamento Amueblado En Roma Norte En Sinaloa,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377538434-venta-departamento-amueblado-en-roma-norte-en-sinaloa-_JM#position=41&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",185,5750000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,2,69.0,69.0,5.0,5750000.0
Venta De Departamentos En Roma Norte Cuauhtemoc  En Salamanca,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377538281-venta-de-departamentos-en-roma-norte-cuauhtemoc-en-salamanca-_JM#position=42&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",186,3585951.0,pesos,depto,venta,4,19.4195256,-99.162549,1,,1,4445.0,4445.0,1.0,3585951.0
Venta Departamento Chilpancingo Roma,Departamento en venta,https://departamento.metroscubicos.com/MLM-1379558616-venta-departamento-chilpancingo-roma-_JM#position=43&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Chilpancingo, Roma Norte, Cuauhtémoc, Distrito Federal",187,3200000.0,pesos,depto,venta,1,19.4030201,-99.1687004,1,1,2,67.0,67.0,0.0,3200000.0
"Departamento En Venta Calle De Durango,roma Norte. Ru 21-3640",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379517305-departamento-en-venta-calle-de-durangoroma-norte-ru-21-3640-_JM#position=44&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",188,3848544.0,pesos,depto,venta,1,,,1,1,1,37.0,37.0,1.0,3848544.0
Se Renta Centrico Depto 115m2 2do,Departamento en renta,https://departamento.metroscubicos.com/MLM-1376388978-se-renta-centrico-depto-115m2-2do-_JM#position=46&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Avenida Insurgentes Sur 1 - 300, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",190,16500.0,pesos,depto,renta,6,19.4201174,-99.1637568,1,,3,115.0,115.0,15.0,16500.0
Departamento En Venta Roma Norte En Frontera,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377583628-departamento-en-venta-roma-norte-en-frontera-_JM#position=47&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Roma Norte, Cuauhtémoc, Distrito Federal",191,3595000.0,pesos,depto,venta,4,19.4195256,-99.162549,1,,1,60.0,60.0,41.0,3595000.0
"14323 Valladolid, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376669628-14323-valladolid-roma-norte-_JM#position=48&search_layout=grid&type=item&tracking_id=6b6455ea-8f5d-4b22-a349-979bec39c191,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",192,6500000.0,pesos,depto,venta,,19.42028,-99.168,2,1,3,109.0,109.0,0.0,6500000.0
"D1354 - Coahuila, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376429700-d1354-coahuila-roma-norte-_JM#position=2&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",194,3269750.0,pesos,depto,venta,,19.412394,-99.156231,1,1,1,41.0,41.0,0.0,3269750.0
Venta Departamentos Roma Norte Tonala En Tonala,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377596599-venta-departamentos-roma-norte-tonala-en-tonala-_JM#position=4&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",196,8584000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,2,2,83.0,83.0,1.0,8584000.0
"Departamento En Venta En Calle Articulo 123,centro. Ru 22-3130",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379523882-departamento-en-venta-en-calle-articulo-123centro-ru-22-3130-_JM#position=5&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",197,4730004.0,pesos,depto,venta,1,,,2,1,3,104.0,104.0,-1.0,4730004.0
"Departamento En Venta En Calle Coahuila,roma Norte. Ru 21-2366 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379533583-departamento-en-venta-en-calle-coahuilaroma-norte-ru-21-2366-_JM#position=6&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",198,6600004.0,pesos,depto,venta,1,,,2,1,2,126.0,126.0,1.0,6600004.0
"Departamento En Venta En Calle Coahuila,roma Norte. Ru 21-2364",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379467334-departamento-en-venta-en-calle-coahuilaroma-norte-ru-21-2364-_JM#position=7&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",199,3370004.0,pesos,depto,venta,1,,,1,1,1,43.0,43.0,1.0,3370004.0
Departamento En Venta En Cuauhtemoc Roma Norte 211712ru,Departamento en venta,https://departamento.metroscubicos.com/MLM-1379467260-departamento-en-venta-en-cuauhtemoc-roma-norte-211712ru-_JM#position=8&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",200,9350000.0,pesos,depto,venta,1,,,3,2,2,194.0,194.0,0.0,9350000.0
Hermoso Departamento Con Vista Panorámica En Venta Roma Nort,Departamento en venta,https://departamento.metroscubicos.com/MLM-1378957956-hermoso-departamento-con-vista-panoramica-en-venta-roma-nort-_JM#position=9&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",201,5700000.0,pesos,depto,venta,1,19.4189983,-99.1640265,2,1,2,142.0,142.0,39.0,5700000.0
"Venta Departamento Nuevo En Zacatecas, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376935865-venta-departamento-nuevo-en-zacatecas-roma-norte-_JM#position=10&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",202,9950000.0,pesos,depto,venta,5,19.415896,-99.1593996,3,2,3,162.0,162.0,0.0,9950000.0
"Muy Bien Ubicado Depa En El Corazón De Roma Norte, 23877",Departamento en renta,https://departamento.metroscubicos.com/MLM-1378137897-muy-bien-ubicado-depa-en-el-corazon-de-roma-norte-23877-_JM#position=11&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Mérida, Roma Norte, Cuauhtémoc, Distrito Federal",203,19000.0,pesos,depto,renta,,19.4209205,-99.1577961,1,1,1,63.0,63.0,0.0,19000.0
"14157 Querétaro, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376668114-14157-queretaro-roma-norte-_JM#position=12&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",204,3000000.0,pesos,depto,venta,,19.415349,-99.15821,2,,2,30.0,30.0,0.0,3000000.0
Departamento Renta En La Roma En Chihuahua,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377551328-departamento-renta-en-la-roma-en-chihuahua-_JM#position=13&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",205,21000.0,pesos,depto,renta,4,19.4195256,-99.162549,2,1,3,159.0,159.0,40.0,21000.0
Departamento En Venta En Colonia Roma,Departamento en venta,https://departamento.metroscubicos.com/MLM-1376955485-departamento-en-venta-en-colonia-roma-_JM#position=14&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Sinaloa, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",206,4300000.0,pesos,depto,venta,5,19.4202448,-99.1695894,2,1,2,85.0,85.0,25.0,4300000.0
Venta Departamentos En Coahuila Roma Norte En Coahuila,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377590030-venta-departamentos-en-coahuila-roma-norte-en-coahuila-_JM#position=15&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",207,4419100.0,pesos,depto,venta,4,19.4195256,-99.162549,2,2,2,74.0,74.0,1.0,4419100.0
"14005 Frontera, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376600730-14005-frontera-roma-norte-_JM#position=16&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",208,6214800.0,pesos,depto,venta,,19.418009,-99.15571,2,1,2,103.0,103.0,0.0,6214800.0
"14134 - Querétaro, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376524263-14134-queretaro-roma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",209,5800000.0,pesos,depto,venta,,19.415349,-99.15821,2,1,2,77.0,77.0,0.0,5800000.0
Departamento En Venta En Roma Norte Coahuila 212364ru,Departamento en venta,https://departamento.metroscubicos.com/MLM-1379523767-departamento-en-venta-en-roma-norte-coahuila-212364ru-_JM#position=19&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",211,3370000.0,pesos,depto,venta,1,,,1,1,1,43.0,43.0,0.0,3370000.0
"13944 Frontera, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1377961373-13944-frontera-roma-norte-_JM#position=21&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",213,4980000.0,pesos,depto,venta,,19.418009,-99.15571,2,,2,83.0,83.0,0.0,4980000.0
"14657 Zacatecas, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376638313-14657-zacatecas-roma-norte-_JM#position=22&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",214,8398000.0,pesos,depto,venta,,19.415896,-99.1594,2,2,2,161.0,161.0,0.0,8398000.0
"14650 Av. Chapultepec, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376520962-14650-av-chapultepec-roma-norte-_JM#position=23&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Av  Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",215,4695000.0,pesos,depto,venta,,19.422955,-99.165253,2,1,2,85.0,85.0,0.0,4695000.0
Venta Departamentos En Coahuila Roma Norte En Coahuila,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377551198-venta-departamentos-en-coahuila-roma-norte-en-coahuila-_JM#position=26&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Sur, Cuauhtémoc, Distrito Federal",218,3889440.0,pesos,depto,venta,4,19.405299,-99.1649891,2,,2,70.0,70.0,1.0,3889440.0
"14345 Calle Querétaro, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376686962-14345-calle-queretaro-roma-norte-_JM#position=27&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Calle Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",219,5800000.0,pesos,depto,venta,,19.415015,-99.159895,2,1,2,79.0,79.0,0.0,5800000.0
"14145 Querétaro, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1377935579-14145-queretaro-roma-norte-_JM#position=30&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",222,8165300.0,pesos,depto,venta,,19.414904,-99.160883,2,2,3,114.0,114.0,0.0,8165300.0
"Exclusivo Pent House Con Roof Privado, Roma",Departamento en renta,https://departamento.metroscubicos.com/MLM-1376932475-exclusivo-pent-house-con-roof-privado-roma-_JM#position=31&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Plaza Río De Janeiro 1 - 300, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",223,90000.0,pesos,depto,renta,5,19.4208631,-99.1598168,2,2,2,200.0,150.0,8.0,90000.0
Departamento Con Excelentes Acabados En Una Extraordinaria Ubicación,Departamento en renta,https://departamento.metroscubicos.com/MLM-1378822523-departamento-con-excelentes-acabados-en-una-extraordinaria-ubicacion-_JM#position=32&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Córdoba, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",224,26000.0,pesos,depto,renta,1,19.4186168,-99.1585712,2,1,1,100.0,100.0,0.0,26000.0
"Coahuila, Colonia Roma Norte",Departamento en renta,https://departamento.metroscubicos.com/MLM-1378638573-coahuila-colonia-roma-norte-_JM#position=33&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Coahuila, Colonia Roma Norte, Cuauhtémoc, Distrito Federal",225,19900.0,pesos,depto,renta,,19.412585,-99.1552635,2,1,3,93.0,93.0,0.0,19900.0
"Departamento En Venta En Calle Colima,roma Norte. Ru 22-1855",Departamento en venta,https://departamento.metroscubicos.com/MLM-1375953573-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1855-_JM#position=34&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",226,10249474.0,pesos,depto,venta,6,19.4356338,-99.1495107,3,2,3,162.0,162.0,0.0,10249474.0
"Departamento En Venta En Calle Colima,roma Norte. Ru 22-1855",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379504592-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1855-_JM#position=35&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",227,10249474.0,pesos,depto,venta,1,,,3,2,3,162.0,162.0,0.0,10249474.0
"Departamento En Venta En Calle Colima,roma Norte. Ru 22-1883 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379529854-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1883-_JM#position=36&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",228,8250004.0,pesos,depto,venta,1,,,2,1,2,167.0,167.0,0.0,8250004.0
"Departamento En Venta En Avenida Chapultepec,roma Norte. Ru 22-499 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379517303-departamento-en-venta-en-avenida-chapultepecroma-norte-ru-22-499-_JM#position=37&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",229,5950004.0,pesos,depto,venta,1,,,2,2,2,90.0,90.0,0.0,5950004.0
Precioso Departamento A Espaldas De Avenida Reforma Amp,Departamento en venta,https://departamento.metroscubicos.com/MLM-1378847698-precioso-departamento-a-espaldas-de-avenida-reforma-amp-_JM#position=38&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Avenida Chapultepec 504, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",230,1180000.0,pesos,depto,venta,1,19.4211981,-99.1726124,1,,2,80.0,80.0,0.0,1180000.0
"Departamento En Venta, Roma Norte, Coahuila (303)",Departamento en venta,https://departamento.metroscubicos.com/MLM-1378429306-departamento-en-venta-roma-norte-coahuila-303-_JM#position=39&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Coahuila, Cuauhtémoc, Distrito Federal",231,4134720.0,pesos,depto,venta,2,19.417833,-99.154381,2,1,2,0.0,70.0,0.0,4134720.0
"Departamento En Venta, Roma Norte , Coahuila (602)",Departamento en venta,https://departamento.metroscubicos.com/MLM-1378391485-departamento-en-venta-roma-norte-coahuila-602-_JM#position=40&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Coahuila, Cuauhtémoc, Distrito Federal",232,7597110.0,pesos,depto,venta,2,19.417833,-99.154381,2,2,2,0.0,97.0,0.0,7597110.0
Departamento En Venta En Roma Norte En Colima,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377538327-departamento-en-venta-en-roma-norte-en-colima-_JM#position=41&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",233,9305538.0,pesos,depto,venta,4,19.4195256,-99.162549,2,2,3,130.0,130.0,1.0,9305538.0
Departamento En Venta En Roma Norte  En Colima,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377564112-departamento-en-venta-en-roma-norte-en-colima-_JM#position=42&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",234,9305533.0,pesos,depto,venta,4,19.4195256,-99.162549,2,2,3,130.0,130.0,1.0,9305533.0
"Departamento En Venta En Calle Colima,roma Norte. Ru 22-1883 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1375889946-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1883-_JM#position=43&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Roma Norte, Cuauhtémoc, Distrito Federal",235,8250004.0,pesos,depto,venta,7,19.4356338,-99.1495107,2,1,2,167.0,167.0,0.0,8250004.0
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379271908-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=46&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Cuauhtemoc, Cuauhtémoc, Distrito Federal",238,1562000.0,pesos,depto,venta,1,19.42048,-99.1702009,1,,1,49.0,49.0,28.0,1562000.0
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379452462-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=47&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Cuauhtemoc, Cuauhtémoc, Distrito Federal",239,1618000.0,pesos,depto,venta,1,19.42048,-99.1702009,1,,1,53.0,53.0,28.0,1618000.0
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379400665-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=48&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f,"Cuauhtemoc, Cuauhtémoc, Distrito Federal",240,1646000.0,pesos,depto,venta,1,19.42048,-99.1702009,1,,1,54.0,54.0,28.0,1646000.0
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379400665-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=1&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Cuauhtemoc, Cuauhtémoc, Distrito Federal",241,1646000.0,pesos,depto,venta,1,19.42048,-99.1702009,1,,1,54.0,54.0,28.0,1646000.0
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379400624-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=2&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Cuauhtemoc, Cuauhtémoc, Distrito Federal",242,3220000.0,pesos,depto,venta,1,19.42048,-99.1702009,1,,1,78.0,78.0,28.0,3220000.0
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379168359-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=3&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Cuauhtemoc, Cuauhtémoc, Distrito Federal",243,2695000.0,pesos,depto,venta,1,19.42048,-99.1702009,1,1,1,85.0,85.0,28.0,2695000.0
"#009-20 Remate Bancario, Casa Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!",Casa en venta,https://casa.metroscubicos.com/MLM-1379164208-009-20-remate-bancario-casa-col-roma-norte-en-una-de-las-mejores-zonas-de-la-ciudad-de-mexico-trato-directo-ante-notario-excelente-oportunidad-para-invertir-_JM#position=4&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Tabasco 88, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",244,860000.0,pesos,casa,venta,1,19.4195404,-99.1569233,4,3,5,587.0,500.0,0.0,860000.0
"#009-20 Remate Bancario, Casa Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!",Casa en venta,https://casa.metroscubicos.com/MLM-1379561841-009-20-remate-bancario-casa-col-roma-norte-en-una-de-las-mejores-zonas-de-la-ciudad-de-mexico-trato-directo-ante-notario-excelente-oportunidad-para-invertir-_JM#position=6&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"María Hernández Zarco, Álamos, Ciudad De México, Cdmx, México, Alamos, Benito Juárez, Distrito Federal",246,949998.0,pesos,casa,venta,1,19.4031745,-99.1427681,2,2,4,129.0,129.0,0.0,949998.0
Casa En Remate En La Roma *lm,Casa en venta,https://casa.metroscubicos.com/MLM-1379525576-casa-en-remate-en-la-roma-lm-_JM#position=7&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Guanajuato 200, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",247,1889309.0,pesos,casa,venta,1,19.415946,-99.1633672,1,,3,215.0,200.0,0.0,1889309.0
"#009-20 Remate Bancario, Casa Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!",Casa en venta,https://casa.metroscubicos.com/MLM-1379439096-009-20-remate-bancario-casa-col-roma-norte-en-una-de-las-mejores-zonas-de-la-ciudad-de-mexico-trato-directo-ante-notario-excelente-oportunidad-para-invertir-_JM#position=8&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f,"Morelos 50, Del Carmen, Ciudad De México, Cdmx, México, Del Carmen, Coyoacán, Distrito Federal",248,839000.0,pesos,casa,venta,1,19.3523991,-99.1579743,3,2,3,150.0,150.0,0.0,839000.0
