main_name,subtitle,link,location,id,price_mod,price_currency,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final
Casa En Venta / Renta Catalogada Roma Norte,Casa en venta,https://casa.metroscubicos.com/MLM-1370063162-casa-en-venta-renta-catalogada-roma-norte-_JM#position=30&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",78,58000000.0,pesos,casa,venta,20,19.4159559,-99.1585056,,,,639.0,1050.0,82.0,58000000.0
Excelente Depto Condominio Cine México,Departamento en venta,https://departamento.metroscubicos.com/MLM-1372834295-excelente-depto-condominio-cine-mexico-_JM#position=31&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Cuauhtemoc, Roma Norte, Cuauhtémoc, Distrito Federal",79,5300000.0,pesos,depto,venta,14,19.4193053,-99.1538106,2,2,2,100.0,100.0,0.0,5300000.0
"Muy Bien Iluminado Depa Con Roof Garden En Roma Norte, 71650",Departamento en renta,https://departamento.metroscubicos.com/MLM-1369099108-muy-bien-iluminado-depa-con-roof-garden-en-roma-norte-71650-_JM#position=32&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",80,28000.0,pesos,depto,renta,,19.4184868,-99.1636484,3,2,3,110.0,110.0,0.0,28000.0
Casa En Venta / Renta Catalogada Roma Norte,Casa en renta,https://casa.metroscubicos.com/MLM-1372970962-casa-en-venta-renta-catalogada-roma-norte-_JM#position=33&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",81,380000.0,pesos,casa,renta,14,19.4159559,-99.1585056,,,,639.0,1050.0,82.0,380000.0
Roma Norte. Aguascalientes Espectacular Departamento Con Rg,Departamento en venta,https://departamento.metroscubicos.com/MLM-1317860065-roma-norte-aguascalientes-espectacular-departamento-con-rg-_JM#position=34&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Aguascalientes 51, Roma Sur, Ciudad De México, Cdmx, México, Roma Sur, Cuauhtémoc, Distrito Federal",82,6980000.0,pesos,depto,venta,4,19.4091797,-99.1632065,2,1,2,90.0,90.0,3.0,6980000.0
En Venta Penthouse En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1366856595-en-venta-penthouse-en-roma-norte-_JM#position=35&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",83,13500000.0,pesos,depto,venta,29,19.4155552,-99.1615919,2,2,3,270.0,100.0,2.0,13500000.0
"Bonito Departamento En Edificio Art Deco, En Roma Norte Cuauhtémoc, 71936",Departamento en renta,https://departamento.metroscubicos.com/MLM-1369431296-bonito-departamento-en-edificio-art-deco-en-roma-norte-cuauhtemoc-71936-_JM#position=36&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Cerrada Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",84,21500.0,pesos,depto,renta,,19.4183756,-99.1698963,2,,2,120.0,120.0,0.0,21500.0
Vendo Lindo Departamento Remodelado Col Roma Norte Terraza,Departamento en venta,https://departamento.metroscubicos.com/MLM-1351737927-vendo-lindo-departamento-remodelado-col-roma-norte-terraza-_JM#position=37&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Querétaro    Roma Norte 227, Roma Norte, Cuauhtémoc, Distrito Federal",85,7500000.0,pesos,depto,venta,2,19.4141267,-99.1647512,2,1,3,166.25,166.25,30.0,7500000.0
En Venta Garden House En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1366844087-en-venta-garden-house-en-roma-norte-_JM#position=38&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",86,8900000.0,pesos,depto,venta,28,19.4155552,-99.1615919,2,2,2,180.0,160.0,2.0,8900000.0
"Acogedor Departamento En El Corazón De La Condesa, 70943",Departamento en renta,https://departamento.metroscubicos.com/MLM-1360194576-acogedor-departamento-en-el-corazon-de-la-condesa-70943-_JM#position=39&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Avenida De Los Insurgentes Sur, Roma Norte, Cuauhtémoc, Distrito Federal",87,19900.0,pesos,depto,renta,,19.4142912,-99.1660487,1,1,2,97.0,97.0,0.0,19900.0
En Venta Garden House En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1366856892-en-venta-garden-house-en-roma-norte-_JM#position=40&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",88,11000000.0,pesos,depto,venta,29,19.4155552,-99.1615919,3,2,3,195.0,170.0,0.0,11000000.0
"Hermoso Departamento Frente A La Fuente De La Cibeles, Roma Norte, 17534",Departamento en renta,https://departamento.metroscubicos.com/MLM-1368138834-hermoso-departamento-frente-a-la-fuente-de-la-cibeles-roma-norte-17534-_JM#position=41&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Medellin, Roma Norte, Cuauhtémoc, Distrito Federal",89,24500.0,pesos,depto,renta,,19.4205083,-99.1669138,1,1,1,60.0,60.0,0.0,24500.0
"Muy Bien Ubicado Depa Amueblado En Roma Norte, Cerca De Sevilla, 71757",Departamento en renta,https://departamento.metroscubicos.com/MLM-1368968865-muy-bien-ubicado-depa-amueblado-en-roma-norte-cerca-de-sevilla-71757-_JM#position=42&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",90,18000.0,pesos,depto,renta,,19.4204845,-99.1719311,1,,2,100.0,100.0,0.0,18000.0
"Departamento En Venta En  Calle Tonala ,roma Norte . Ru 22-1292  ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1366788683-departamento-en-venta-en-calle-tonala-roma-norte-ru-22-1292-_JM#position=43&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Roma Norte, Cuauhtémoc, Distrito Federal",91,8584004.0,pesos,depto,venta,29,19.4356338,-99.1495107,3,2,2,144.0,144.0,1.0,8584004.0
"Depto En El Corazon De La Col Roma, Vista   Y Espaciosos Inc",Departamento en venta,https://departamento.metroscubicos.com/MLM-1372839047-depto-en-el-corazon-de-la-col-roma-vista-y-espaciosos-inc-_JM#position=44&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal",92,7000000.0,pesos,depto,venta,14,19.4150482,-99.1602171,2,2,2,122.0,122.0,5.0,7000000.0
Renta Departamento En Roma Norte En Zacatecas,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377570650-renta-departamento-en-roma-norte-en-zacatecas-_JM#position=45&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Roma Norte, Cuauhtémoc, Distrito Federal",93,21000.0,pesos,depto,renta,4,19.4195256,-99.162549,2,1,3,96.0,96.0,10.0,21000.0
"Departamento En Roma Norte, Cuauhtémoc Con 2 Recámaras, 65 M², Id: 60663",Departamento en renta,https://departamento.metroscubicos.com/MLM-1377277273-departamento-en-roma-norte-cuauhtemoc-con-2-recamaras-65-m-id-60663-_JM#position=46&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",94,17500.0,pesos,depto,renta,,19.4198706,-99.1695089,2,1,2,65.0,65.0,11.0,17500.0
Renta Departamento  Amueblado En Colonia Roma En Medellin,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377589990-renta-departamento-amueblado-en-colonia-roma-en-medellin-_JM#position=47&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Roma Norte, Cuauhtémoc, Distrito Federal",95,25000.0,pesos,depto,renta,4,19.4195256,-99.162549,1,1,2,96.0,96.0,10.0,25000.0
Divina Vista A La Plaza Rio De Janeiro,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377730564-divina-vista-a-la-plaza-rio-de-janeiro-_JM#position=48&search_layout=grid&type=item&tracking_id=1e02da61-e055-4c34-9114-129c216c9cf7,"Plaza Rio De Janeiro, Roma Norte, Cuauhtémoc, Distrito Federal",96,36000.0,pesos,depto,renta,4,19.4210439,-99.1609432,2,1,3,211.0,211.0,0.0,36000.0
Divina Vista A La Plaza Rio De Janeiro,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377730564-divina-vista-a-la-plaza-rio-de-janeiro-_JM#position=1&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Plaza Rio De Janeiro, Roma Norte, Cuauhtémoc, Distrito Federal",97,36000.0,pesos,depto,renta,4,19.4210439,-99.1609432,2,1,3,211.0,211.0,0.0,36000.0
"Venta Y/o Renta Departamento A Estrenar, Durango Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376904407-venta-yo-renta-departamento-a-estrenar-durango-roma-norte-_JM#position=2&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",98,8800000.0,pesos,depto,venta,5,19.4451,-99.1461,3,1,2,146.0,146.0,0.0,8800000.0
Renta Departamento Duplex Con Roofgarden Propio  Roma Norte En Merida,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377544800-renta-departamento-duplex-con-roofgarden-propio-roma-norte-en-merida-_JM#position=3&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Roma Norte, Cuauhtémoc, Distrito Federal",99,39000.0,pesos,depto,renta,4,19.4195256,-99.162549,2,1,2,168.0,168.0,2.0,39000.0
"Venta Y/o Renta Departamento A Estrenar, Durango Roma Norte",Departamento en renta,https://departamento.metroscubicos.com/MLM-1376948200-venta-yo-renta-departamento-a-estrenar-durango-roma-norte-_JM#position=4&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",100,37000.0,pesos,depto,renta,5,19.4451,-99.1461,3,1,2,146.0,146.0,0.0,37000.0
"Venta Y/o Renta Departamento A Estrenar En Durango, Roma Nor",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376941821-venta-yo-renta-departamento-a-estrenar-en-durango-roma-nor-_JM#position=5&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",101,9000000.0,pesos,depto,venta,5,19.4202688,-99.1642694,3,2,2,192.0,192.0,0.0,9000000.0
Venta Departamento Duplex Con Roofgarden Propio  Roma Norte En Merida,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377570711-venta-departamento-duplex-con-roofgarden-propio-roma-norte-en-merida-_JM#position=8&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Roma Norte, Cuauhtémoc, Distrito Federal",104,9450000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,2,168.0,118.0,2.0,9450000.0
"15012 Plaza Río De Janeiro, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1377291354-15012-plaza-rio-de-janeiro-roma-norte-_JM#position=10&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Plaza Río De Janeiro, Roma Norte, Cuauhtémoc, Distrito Federal",106,13500000.0,pesos,depto,venta,,19.42119,-99.16115,2,1,3,208.0,208.0,0.0,13500000.0
"14483 Calle Salamanca, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376612649-14483-calle-salamanca-roma-norte-_JM#position=12&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",108,8500000.0,pesos,depto,venta,,19.419871,-99.169509,2,2,2,89.0,89.0,0.0,8500000.0
Increible Departamento Amueblado En Río Niagara,Departamento en renta,https://departamento.metroscubicos.com/MLM-1379106505-increible-departamento-amueblado-en-rio-niagara-_JM#position=13&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Rio Niagara, Roma Norte, Cuauhtémoc, Distrito Federal",109,33500.0,pesos,depto,renta,1,19.4289499,-99.1711628,2,1,2,112.0,112.0,4.0,33500.0
Casa En Venta En Roma Norte,Casa en venta,https://casa.metroscubicos.com/MLM-1379038124-casa-en-venta-en-roma-norte-_JM#position=14&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",110,14000000.0,pesos,casa,venta,,19.4171982,-99.1555016,2,,5,211.0,212.0,0.0,14000000.0
Venta De Ph En Roma Norte Cuauhtémoc,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377863833-venta-de-ph-en-roma-norte-cuauhtemoc-_JM#position=15&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",111,13170500.0,pesos,depto,venta,4,19.4153848,-99.1619716,2,2,2,112.0,112.0,0.0,13170500.0
Venta Departamento En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1376922154-venta-departamento-en-roma-norte-_JM#position=16&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Venta Departamento En Roma Norte, Roma Sur, Cuauhtémoc, Distrito Federal",112,5200000.0,pesos,depto,venta,5,19.4230063,-99.161464,2,2,2,93.0,93.0,11.0,5200000.0
Renta Departamento Roma Norte,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377687420-renta-departamento-roma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Renta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",113,18500.0,pesos,depto,renta,4,19.418827,-99.156575,2,1,2,101.0,101.0,15.0,18500.0
"Venta Departamento A Estrenar Guanajuato, Col Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376954008-venta-departamento-a-estrenar-guanajuato-col-roma-norte-_JM#position=18&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",114,10600000.0,pesos,depto,venta,5,19.4168211,-99.1596475,2,2,3,161.0,161.0,0.0,10600000.0
Departamento Renta Roma Norte En San Luis Potosí,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377570690-departamento-renta-roma-norte-en-san-luis-potosi-_JM#position=19&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Roma Norte, Cuauhtémoc, Distrito Federal",115,28000.0,pesos,depto,renta,4,19.4195256,-99.162549,2,1,2,85.0,85.0,5.0,28000.0
Renta Departamento Roma Norte,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377719734-renta-departamento-roma-norte-_JM#position=20&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Renta Departamento, Cuauhtémoc, Distrito Federal",116,18500.0,pesos,depto,renta,4,19.418827,-99.156575,2,1,2,101.0,101.0,15.0,18500.0
Venta Departamento En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1376946708-venta-departamento-en-roma-norte-_JM#position=21&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Venta Departamento En Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",117,5200000.0,pesos,depto,venta,5,19.4230063,-99.161464,2,2,2,93.0,93.0,11.0,5200000.0
"Venta Departamento A Estrenar, Querétaro, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376954085-venta-departamento-a-estrenar-queretaro-roma-norte-_JM#position=22&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",118,9080660.0,pesos,depto,venta,5,19.4148155,-99.1603133,2,1,3,145.0,145.0,0.0,9080660.0
"Tonalá  , Roma - Depto. En Venta",Departamento en venta,https://departamento.metroscubicos.com/MLM-1377758284-tonala-roma-depto-en-venta-_JM#position=23&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",119,2950000.0,pesos,depto,venta,4,19.41597,-99.1619833,1,1,3,67.0,67.0,26.0,2950000.0
"Roma Norte, Extraordinario Ph En Renta",Departamento en renta,https://departamento.metroscubicos.com/MLM-1379045373-roma-norte-extraordinario-ph-en-renta-_JM#position=24&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",120,42200.0,pesos,depto,renta,1,19.4158759,-99.1599856,2,2,3,180.0,180.0,5.0,42200.0
Departamento En Renta Ó Venta Chapultepec 282 Roma Norte Cua,Departamento en venta,https://departamento.metroscubicos.com/MLM-1378114380-departamento-en-renta-o-venta-chapultepec-282-roma-norte-cua-_JM#position=25&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",121,3250000.0,pesos,depto,venta,3,19.4234541,-99.1619184,1,1,1,70.0,70.0,0.0,3250000.0
"Venta Ph A Estrenar En Guanajuato, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1376954081-venta-ph-a-estrenar-en-guanajuato-roma-norte-_JM#position=26&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",122,10050000.0,pesos,depto,venta,5,19.4168211,-99.1596475,3,2,3,193.0,193.0,0.0,10050000.0
"Departamento En Venta En Andador Queretaro,roma Norte. Ru 22-2102 ",Departamento en venta,https://departamento.metroscubicos.com/MLM-1379498214-departamento-en-venta-en-andador-queretaroroma-norte-ru-22-2102-_JM#position=27&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Roma Norte, Cuauhtémoc, Distrito Federal",123,10800004.0,pesos,depto,venta,1,,,3,2,3,151.0,151.0,2.0,10800004.0
Departamento En Renta Roma Norte,Departamento en renta,https://departamento.metroscubicos.com/MLM-1379011146-departamento-en-renta-roma-norte-_JM#position=28&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",124,26000.0,pesos,depto,renta,1,19.4221,-99.1591,2,2,2,0.0,120.0,12.0,26000.0
"Lindo Depto. 65 M2, 3 Recámaras Col. Roma Norte",Departamento en renta,https://departamento.metroscubicos.com/MLM-1378104439-lindo-depto-65-m2-3-recamaras-col-roma-norte-_JM#position=29&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Lindo Depto. 65 M2, 3 Recámaras Col. Roma Norte, Cuauhtémoc, Distrito Federal",125,15000.0,pesos,depto,renta,3,19.4119026,-99.1596531,1,,65,65.0,65.0,8.0,15000.0
Moderno Departamento Con Roof Privado En La Roma Norte,Departamento en renta,https://departamento.metroscubicos.com/MLM-1376534782-moderno-departamento-con-roof-privado-en-la-roma-norte-_JM#position=31&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Mérida, Roma Norte, Cuauhtémoc, Distrito Federal",127,39000.0,pesos,depto,renta,5,19.4183512,-99.1572547,2,1,2,125.0,125.0,0.0,39000.0
Departamento  En Venta En Roma Norte En Yucatan,Departamento en venta,https://departamento.metroscubicos.com/MLM-1377570653-departamento-en-venta-en-roma-norte-en-yucatan-_JM#position=32&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Roma Norte, Cuauhtémoc, Distrito Federal",128,3995005.0,pesos,depto,venta,4,19.4195256,-99.162549,2,2,2,85.0,85.0,12.0,3995005.0
Departamento En Renta En La Roma En San Luis Potosí,Departamento en renta,https://departamento.metroscubicos.com/MLM-1377583604-departamento-en-renta-en-la-roma-en-san-luis-potosi-_JM#position=33&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Roma Norte, Cuauhtémoc, Distrito Federal",129,18000.0,pesos,depto,renta,4,19.4195256,-99.162549,2,1,3,136.0,136.0,40.0,18000.0
"#venta Depto. Exterior C/balcón, 3 Recs, Céntrico, Cdmx",Departamento en venta,https://departamento.metroscubicos.com/MLM-1375872213-venta-depto-exterior-cbalcon-3-recs-centrico-cdmx-_JM#position=34&search_layout=grid&type=item&tracking_id=476a96d5-ae67-42f0-8d6b-fcdc5421288a,"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",130,6350000.0,pesos,depto,venta,7,19.4246112,-99.1595467,2,2,3,121.0,121.0,15.0,6350000.0
